"X","Y","mg","annual_precip","clay","h20cap_pf2_0","h20cap_pf2_3","h20cap_pf2_5","land_cover","land_elevation","occ","ph20","sand","silt","temp_annual_range","terrain_slope","topo_pst_index","tree_cover","valley_depth","wet_index"
34.6755699524846,1.00270171873356,267,2089.22314453125,28,18,18,18,90,2970,39,55,41,31,17.5823249816895,24,427,64,-1618,78
34.5047366194246,1.00061838540356,374,1527.7099609375,23,20,20,20,10,2988,44,54,42,35,17.4273624420166,8,187,67,4993,83
34.5672366193246,1.00061838540356,285,1908.08508300781,23,20,20,20,30,3151,21,60,41,37,17.5236511230469,6,-43,16,647,88
34.6568199525146,1.00061838540356,263,2023.81323242188,26,19,19,19,11,2863,34,56,42,32,17.5573921203613,23,-221,97,467,86
34.6630699525046,1.00061838540356,262,2059.67358398438,27,19,19,19,90,2906,42,54,42,32,17.5672302246094,21,44,77,-713,83
34.5151532860746,0.998535052073562,387,1475.62622070312,23,20,20,20,11,2902,37,54,42,35,17.4291687011719,9,-394,99,5259,83
34.6589032858446,0.998535052073562,254,2023.81323242188,26,19,19,19,11,2863,34,56,42,32,17.5573921203613,23,-221,97,467,86
34.5193199527346,0.996451718743562,389,1520.77697753906,24,20,20,20,90,3008,50,54,42,35,17.4568614959717,27,-198,86,4406,76
34.5589032860046,0.996451718743562,290,1866.76831054688,22,20,20,20,30,3137,19,60,42,36,17.5140075683594,10,-220,30,971,84
34.6109866192546,0.996451718743562,312,1948.23315429688,25,19,19,19,11,3086,37,56,42,33,17.5520038604736,13,293,70,816,89
34.6172366192446,0.996451718743562,279,1948.23315429688,25,19,19,19,11,3086,37,56,42,33,17.5520038604736,13,293,70,816,89
34.6234866192346,0.996451718743562,282,1986.017578125,25,19,19,19,30,3035,29,56,42,33,17.5592994689941,15,-42,66,588,91
34.5068199527546,0.994368385413562,368,1527.7099609375,23,20,20,20,10,2988,44,54,42,35,17.4273624420166,8,187,67,4993,83
34.5193199527346,0.994368385413562,395,1520.77697753906,24,20,20,20,90,3008,50,54,42,35,17.4568614959717,27,-198,86,4406,76
34.5547366193446,0.994368385413562,324,1866.76831054688,22,20,20,20,30,3137,19,60,42,36,17.5140075683594,10,-220,30,971,84
34.5984866192746,0.994368385413562,267,1921.36181640625,25,19,19,19,30,3106,26,58,41,33,17.5386600494385,19,192,74,1715,90
34.6047366192646,0.994368385413562,328,1923.11791992188,26,18,18,18,11,2974,33,56,42,33,17.5426692962646,32,-362,97,1639,87
34.6839032858045,0.994368385413562,255,2099.10424804688,29,18,18,18,90,2838,29,54,41,30,17.5581550598145,14,33,91,-1359,80
34.4984866194346,0.992285052083562,373,1568.2705078125,24,19,19,19,10,2911,58,54,40,36,17.3814811706543,14,157,93,5144,86
34.5422366193646,0.992285052083562,287,1684.69360351562,22,20,20,20,90,3020,41,55,43,36,17.4737968444824,32,-493,96,2457,81
34.5568199526746,0.992285052083562,301,1867.71716308594,21,20,20,20,30,3076,22,59,43,36,17.5015716552734,12,-229,18,996,87
34.5755699526446,0.992285052083562,334,1939.91430664062,23,19,19,19,90,3114,30,56,43,35,17.513786315918,27,205,54,964,83
34.5922366192846,0.992285052083562,266,1899.40026855469,23,19,19,19,90,3040,27,57,44,34,17.5147380828857,2,110,30,1199,85
34.6026532859346,0.992285052083562,317,1927.00305175781,25,19,19,19,30,2974,38,55,42,33,17.5214977264404,30,87,62,1710,88
34.6130699525846,0.992285052083562,292,1915.88757324219,25,19,19,19,90,2951,28,55,41,33,17.5198707580566,20,-176,92,1202,88
34.6630699525046,0.992285052083562,255,2046.86413574219,28,19,19,19,90,2751,38,55,40,31,17.5344486236572,21,-503,62,-39,88
34.6839032858045,0.992285052083562,250,2089.78002929688,29,19,19,19,90,2793,33,55,40,32,17.5444068908691,9,97,92,-2059,86
34.4984866194346,0.990201718753562,376,1568.2705078125,24,19,19,19,10,2911,58,54,40,36,17.3814811706543,14,157,93,5144,86
34.5297366193846,0.990201718753562,313,1623.20581054688,24,19,19,19,90,3062,28,55,41,35,17.4612312316895,9,152,34,2251,80
34.5589032860046,0.990201718753562,309,1867.71716308594,21,20,20,20,30,3076,22,59,43,36,17.5015716552734,12,-229,18,996,87
34.5880699526246,0.990201718753562,264,1899.40026855469,23,19,19,19,90,3040,27,57,44,34,17.5147380828857,2,110,30,1199,85
34.6318199525546,0.990201718753562,277,2010.33911132812,26,19,19,19,90,2983,31,55,43,32,17.5393753051758,10,74,97,158,87
34.6818199524745,0.990201718753562,251,2089.78002929688,29,19,19,19,90,2793,33,55,40,32,17.5444068908691,9,97,92,-2059,86
34.5797366193046,0.988118385423562,345,1902.97509765625,23,18,18,18,120,2982,31,56,43,33,17.502571105957,14,-439,64,1563,80
