"annual_precip","clay","h20cap_pf2_0","land_elevation","occ","ph20","silt","temp_annual_range","terrain_slope","tree_cover","wet_index","X","Y","k"
1328.33032226562,47,15,1652,19,58,21,18.3562030792236,3,21,101,34.6776532858146,0.788118385743563,194
1461.51953125,44,15,1664,19,58,22,18.4399585723877,2,19,107,34.7234866190745,0.788118385743563,222
1477.99633789062,47,15,1698,23,60,21,18.498815536499,1,14,122,34.7526532856945,0.788118385743563,280
1477.99633789062,47,15,1698,23,60,21,18.498815536499,1,14,122,34.7568199523545,0.788118385743563,247
1365.46203613281,49,14,1732,21,61,18,18.5964488983154,3,18,104,34.8255699522445,0.788118385743563,225
1376.98254394531,47,14,1693,21,60,20,18.6754627227783,4,12,105,34.8943199521344,0.788118385743563,209
1168.91857910156,48,14,1688,20,59,20,18.6964263916016,4,11,103,34.9255699520844,0.788118385743563,327
1247.42919921875,47,14,1721,20,58,20,18.7126865386963,3,18,106,34.9401532853944,0.788118385743563,315
1211.84033203125,46,14,1694,16,59,20,18.7184963226318,3,24,105,34.9484866187144,0.788118385743563,259
1157.38073730469,48,14,1701,20,59,20,18.7360801696777,2,36,104,34.9714032853444,0.788118385743563,300
1166.64086914062,46,14,1762,13,57,19,18.7177486419678,3,9,102,34.9964032853044,0.788118385743563,285
1365.46069335938,47,14,1812,20,60,18,18.6696319580078,3,22,103,35.0255699519244,0.788118385743563,270
1253.25830078125,42,14,1473,15,60,19,17.714635848999,3,16,108,34.4339032862047,0.786035052413563,206
1324.39794921875,44,14,1528,17,60,19,17.7380905151367,4,14,102,34.4505699528447,0.786035052413563,194
1285.05126953125,44,14,1520,16,57,21,17.797191619873,7,28,92,34.4734866194746,0.786035052413563,211
1358.72619628906,47,15,1617,15,58,21,18.2780609130859,6,16,100,34.6464032858646,0.786035052413563,187
1312.94018554688,47,15,1663,19,58,21,18.3367576599121,3,17,101,34.6693199524946,0.786035052413563,179
1328.33032226562,47,15,1652,19,58,21,18.3562030792236,3,21,101,34.6818199524745,0.786035052413563,203
1348.99328613281,47,15,1682,18,59,21,18.3751525878906,3,14,101,34.6880699524645,0.786035052413563,161
1461.51953125,44,15,1664,19,58,22,18.4399585723877,2,19,107,34.7193199524145,0.786035052413563,222
1304.88549804688,46,15,1658,20,60,23,18.5147724151611,2,32,102,34.7734866189945,0.786035052413563,225
1372.93859863281,47,15,1681,18,59,21,18.5326156616211,4,18,110,34.7797366189845,0.786035052413563,182
1396.24133300781,48,14,1729,18,61,18,18.6540546417236,3,11,106,34.8734866188345,0.786035052413563,228
1446.99499511719,47,14,1694,21,60,19,18.6621131896973,3,24,103,34.8797366188245,0.786035052413563,214
1168.91857910156,48,14,1688,20,59,20,18.6964263916016,4,11,103,34.9255699520844,0.786035052413563,336
1221.1923828125,48,14,1702,19,60,20,18.7052230834961,4,12,103,34.9276532854144,0.786035052413563,322
1221.1923828125,48,14,1702,19,60,20,18.7052230834961,4,12,103,34.9318199520744,0.786035052413563,278
1157.38073730469,48,14,1701,20,59,20,18.7360801696777,2,36,104,34.9693199520144,0.786035052413563,309
1150.77172851562,47,14,1747,14,59,19,18.7321262359619,3,20,103,34.9901532853144,0.786035052413563,260
1214.07299804688,45,14,1793,13,58,18,18.6919059753418,5,11,99,35.0089032852844,0.786035052413563,246
1375.47216796875,47,14,1808,16,60,20,18.6787738800049,6,8,106,35.0505699518844,0.786035052413563,408
1360.89526367188,43,14,1524,15,60,19,17.7373085021973,4,14,105,34.4568199528347,0.783951719083563,193
1261.86328125,46,14,1636,17,59,21,17.9009628295898,2,17,97,34.5089032860846,0.783951719083563,206
1215.43920898438,45,15,1580,18,57,21,17.9430179595947,3,16,91,34.5193199527346,0.783951719083563,233
1472.06884765625,47,15,1667,29,57,22,18.048957824707,8,31,81,34.5484866193546,0.783951719083563,272
1395.39990234375,48,15,1587,15,58,22,18.172815322876,3,27,99,34.6172366192446,0.783951719083563,185
1353.99279785156,48,14,1600,14,58,21,18.1932468414307,4,19,105,34.6193199525746,0.783951719083563,183
1385.83422851562,46,14,1622,16,57,21,18.2202968597412,4,12,105,34.6339032858846,0.783951719083563,165
1447.99462890625,46,15,1672,21,58,21,18.4698734283447,4,21,113,34.7443199523745,0.783951719083563,247
1429.51391601562,46,15,1694,22,60,21,18.4855861663818,2,16,115,34.7547366190245,0.783951719083563,272
1484.83911132812,46,14,1711,16,58,20,18.5418281555176,3,15,113,34.7901532856345,0.783951719083563,195
1329.81335449219,47,14,1688,21,59,19,18.582447052002,6,19,101,34.8193199522545,0.783951719083563,239
1385.23010253906,47,14,1684,16,59,19,18.6053943634033,5,20,103,34.8422366188845,0.783951719083563,223
1229.59448242188,47,14,1660,15,58,19,18.6211624145508,3,16,104,34.8589032855245,0.783951719083563,208
1243.42846679688,48,14,1685,15,60,19,18.6329650878906,4,14,102,34.8609866188545,0.783951719083563,219
1243.42846679688,48,14,1685,15,60,19,18.6329650878906,4,14,102,34.8672366188445,0.783951719083563,211
1452.15051269531,48,14,1719,19,61,19,18.6576328277588,3,11,107,34.8797366188245,0.783951719083563,228
1491.49853515625,47,14,1710,17,60,19,18.6644515991211,4,17,100,34.8922366188044,0.783951719083563,217
1438.73657226562,47,14,1694,21,60,19,18.6721019744873,5,17,102,34.8984866187944,0.783951719083563,216
1181.23022460938,46,14,1688,22,60,20,18.7142772674561,4,16,106,34.9484866187144,0.783951719083563,277
1344.10034179688,45,14,1812,14,58,20,18.690824508667,4,3,104,35.0484866185544,0.783951719083563,388
1344.10034179688,45,14,1812,14,58,20,18.690824508667,4,3,104,35.0505699518844,0.783951719083563,396
1226.96984863281,38,14,1405,12,59,17,17.6544284820557,7,17,102,34.3943199529347,0.781868385753563,185
1297.29577636719,40,14,1419,12,60,19,17.6760635375977,2,12,108,34.4172366195647,0.781868385753563,207
1289.57104492188,39,14,1439,14,60,19,17.6866645812988,5,17,107,34.4234866195547,0.781868385753563,208
1472.06884765625,47,15,1667,29,57,22,18.048957824707,8,31,81,34.5464032860246,0.781868385753563,262
1514.58117675781,46,15,1679,26,57,21,18.0785541534424,5,20,84,34.5526532860146,0.781868385753563,258
1739.62243652344,49,14,1644,24,57,21,18.1688671112061,5,33,90,34.5943199526146,0.781868385753563,270
1739.62243652344,49,14,1644,24,57,21,18.1688671112061,5,33,90,34.5984866192746,0.781868385753563,254
1385.83422851562,46,14,1622,16,57,21,18.2202968597412,4,12,105,34.6276532858946,0.781868385753563,157
1292.59484863281,47,14,1592,16,58,21,18.270299911499,4,38,99,34.6526532858546,0.781868385753563,168
1294.56091308594,47,14,1640,20,58,21,18.3178386688232,4,16,104,34.6714032858246,0.781868385753563,166
1313.8720703125,47,15,1647,20,57,21,18.3554649353027,5,26,96,34.6901532857945,0.781868385753563,145
1429.51391601562,46,15,1694,22,60,21,18.4855861663818,2,16,115,34.7526532856945,0.781868385753563,248
1429.51391601562,46,15,1694,22,60,21,18.4855861663818,2,16,115,34.7568199523545,0.781868385753563,253
1330.68664550781,47,14,1682,21,60,20,18.6779346466064,3,18,104,34.9047366187844,0.781868385753563,222
1181.23022460938,46,14,1688,22,60,20,18.7142772674561,4,16,106,34.9505699520444,0.781868385753563,274
1165.01379394531,46,14,1741,12,58,20,18.7363910675049,4,8,108,34.9839032853244,0.781868385753563,276
1302.18493652344,43,14,1522,15,59,19,17.757568359375,7,12,101,34.4630699528247,0.779785052423563,211
1261.86328125,46,14,1636,17,59,21,17.9009628295898,2,17,97,34.5047366194246,0.779785052423563,230
1362.23254394531,47,14,1644,26,57,22,18.0137348175049,7,27,83,34.5422366193646,0.779785052423563,239
1472.06884765625,47,15,1667,29,57,22,18.048957824707,8,31,81,34.5443199526946,0.779785052423563,247
1472.06884765625,47,15,1667,29,57,22,18.048957824707,8,31,81,34.5464032860246,0.779785052423563,246
1913.37548828125,48,15,1868,37,59,21,18.0462417602539,29,17,75,34.5839032859646,0.779785052423563,274
1395.39990234375,48,15,1587,15,58,22,18.172815322876,3,27,99,34.6151532859146,0.779785052423563,195
1343.74719238281,47,15,1676,19,58,21,18.3774871826172,3,28,103,34.6964032857845,0.779785052423563,139
1419.44873046875,48,14,1675,19,59,20,18.5473346710205,5,17,106,34.7943199522945,0.779785052423563,222
1419.44873046875,48,14,1675,19,59,20,18.5473346710205,5,17,106,34.8005699522845,0.779785052423563,209
1330.68664550781,47,14,1682,21,60,20,18.6779346466064,3,18,104,34.9068199521144,0.779785052423563,246
1330.68664550781,47,14,1682,21,60,20,18.6779346466064,3,18,104,34.9089032854444,0.779785052423563,249
1156.41442871094,47,14,1686,20,60,19,18.7208309173584,2,16,106,34.9568199520344,0.779785052423563,308
1384.10144042969,45,14,1822,20,60,19,18.6714324951172,5,16,106,35.0297366185844,0.779785052423563,251
1289.57104492188,39,14,1439,14,60,19,17.6866645812988,5,17,107,34.4234866195547,0.777701719093563,210
1302.18493652344,43,14,1522,15,59,19,17.757568359375,7,12,101,34.4672366194847,0.777701719093563,206
1472.06884765625,47,15,1667,29,57,22,18.048957824707,8,31,81,34.5505699526846,0.777701719093563,241
1385.83422851562,46,14,1622,16,57,21,18.2202968597412,4,12,105,34.6297366192246,0.777701719093563,156
1387.0537109375,47,14,1639,18,58,20,18.2633056640625,5,26,105,34.6505699525246,0.777701719093563,189
1317.82409667969,47,15,1651,20,58,21,18.3407592773438,6,25,117,34.6839032858045,0.777701719093563,150
1313.8720703125,47,15,1647,20,57,21,18.3554649353027,5,26,96,34.6922366191245,0.777701719093563,159
1446.83020019531,48,15,1684,19,58,21,18.4552631378174,3,24,109,34.7359866190545,0.777701719093563,261
1447.99462890625,46,15,1672,21,58,21,18.4698734283447,4,21,113,34.7484866190345,0.777701719093563,245
1398.78894042969,47,14,1687,19,59,20,18.5248165130615,4,19,110,34.7776532856545,0.777701719093563,172
1419.44873046875,48,14,1675,19,59,20,18.5473346710205,5,17,106,34.8005699522845,0.777701719093563,196
1385.23010253906,47,14,1684,16,59,19,18.6053943634033,5,20,103,34.8359866188945,0.777701719093563,215
1491.49853515625,47,14,1710,17,60,19,18.6644515991211,4,17,100,34.8859866188144,0.777701719093563,220
1491.49853515625,47,14,1710,17,60,19,18.6644515991211,4,17,100,34.8880699521444,0.777701719093563,242
1181.23022460938,46,14,1688,22,60,20,18.7142772674561,4,16,106,34.9464032853844,0.777701719093563,287
1181.23022460938,46,14,1688,22,60,20,18.7142772674561,4,16,106,34.9484866187144,0.777701719093563,284
1161.47888183594,45,14,1736,15,59,19,18.7342548370361,5,11,97,35.0005699519644,0.777701719093563,199
1389.47204589844,45,14,1795,15,60,19,18.6825733184814,4,19,106,35.0401532852344,0.777701719093563,274
1344.10034179688,45,14,1812,14,58,20,18.690824508667,4,3,104,35.0464032852244,0.777701719093563,321
1076.49658203125,38,14,1320,7,59,18,17.6345767974854,2,14,107,34.3839032862847,0.775618385763563,199
1246.7880859375,44,14,1476,15,58,20,17.7478141784668,3,19,104,34.4630699528247,0.775618385763563,204
1217.7763671875,44,14,1579,14,58,20,17.8632431030273,9,17,95,34.5068199527546,0.775618385763563,205
1312.2509765625,46,14,1589,19,56,21,17.9618301391602,4,29,90,34.5297366193846,0.775618385763563,211
1312.2509765625,46,14,1589,19,56,21,17.9618301391602,4,29,90,34.5339032860446,0.775618385763563,234
1534.98352050781,47,15,1663,22,57,21,18.0745964050293,4,35,86,34.5672366193246,0.775618385763563,251
1370.76672363281,48,14,1589,14,57,21,18.1929702758789,5,16,105,34.6297366192246,0.775618385763563,149
1525.68627929688,47,15,1671,19,58,20,18.4341278076172,5,15,109,34.7339032857245,0.775618385763563,255
1218.98608398438,47,14,1669,15,58,19,18.6275062561035,4,20,103,34.8630699521845,0.775618385763563,177
1325.42858886719,48,14,1693,17,60,19,18.6406230926514,4,20,101,34.8714032855045,0.775618385763563,178
1480.40393066406,48,14,1726,18,60,19,18.6502647399902,4,11,99,34.8818199521545,0.775618385763563,213
1480.40393066406,48,14,1726,18,60,19,18.6502647399902,4,11,99,34.8839032854845,0.775618385763563,230
1562.21655273438,48,14,1740,17,58,19,18.6513042449951,3,14,102,34.8880699521444,0.775618385763563,250
1147.9580078125,45,14,1697,17,59,20,18.7173137664795,0,11,108,34.9547366187044,0.775618385763563,259
1147.9580078125,45,14,1697,17,59,20,18.7173137664795,0,11,108,34.9568199520344,0.775618385763563,256
1147.82434082031,45,14,1738,14,57,19,18.7374458312988,4,12,99,34.9943199519744,0.775618385763563,250
1202.546875,46,14,1566,16,58,21,17.8305263519287,11,19,95,34.4964032861046,0.773535052433563,216
1666.46655273438,48,15,1713,36,57,22,18.0958633422852,13,53,83,34.5755699526446,0.773535052433563,252
1837.58020019531,48,15,1859,37,58,21,18.0913867950439,33,25,74,34.5839032859646,0.773535052433563,242
1891.09899902344,48,15,1763,35,58,21,18.1180763244629,26,32,82,34.5922366192846,0.773535052433563,240
1805.26306152344,49,14,1659,23,57,21,18.1544914245605,8,24,88,34.5984866192746,0.773535052433563,229
1255.63073730469,45,15,1598,15,58,21,18.2723789215088,5,15,103,34.6609866191746,0.773535052433563,134
1305.63317871094,45,15,1623,20,57,21,18.3383235931396,3,40,97,34.6922366191245,0.773535052433563,148
1379.20727539062,46,15,1672,21,60,22,18.468864440918,3,13,109,34.7526532856945,0.773535052433563,247
1429.26379394531,47,14,1673,21,60,20,18.6744537353516,3,22,102,34.9068199521144,0.773535052433563,237
1246.57641601562,44,14,1757,21,58,18,18.7169742584229,6,11,97,35.0214032852644,0.773535052433563,231
1274.82727050781,35,14,1418,12,60,16,17.6446056365967,5,6,117,34.4089032862447,0.771451719103563,200
1346.70275878906,41,14,1490,17,59,19,17.7063827514648,4,8,104,34.4464032861847,0.771451719103563,212
1328.81799316406,43,14,1510,16,60,19,17.7213973999023,6,15,105,34.4589032861647,0.771451719103563,221
1202.546875,46,14,1566,16,58,21,17.8305263519287,11,19,95,34.4964032861046,0.771451719103563,220
1202.546875,46,14,1566,16,58,21,17.8305263519287,11,19,95,34.5005699527646,0.771451719103563,225
1529.61633300781,47,14,1665,19,57,21,18.0340633392334,2,25,93,34.5443199526946,0.771451719103563,214
1666.46655273438,48,15,1713,36,57,22,18.0958633422852,13,53,83,34.5693199526546,0.771451719103563,240
1370.76672363281,48,14,1589,14,57,21,18.1929702758789,5,16,105,34.6276532858946,0.771451719103563,157
1421.30200195312,45,15,1652,21,59,22,18.4539642333984,3,14,107,34.7484866190345,0.771451719103563,252
1303.79382324219,44,15,1665,22,59,21,18.4948177337646,4,14,108,34.7693199523345,0.771451719103563,192
1522.44885253906,47,14,1702,22,59,19,18.6661434173584,5,18,101,34.8943199521344,0.771451719103563,224
1147.9580078125,45,14,1697,17,59,20,18.7173137664795,0,11,108,34.9526532853744,0.771451719103563,245
1195.21447753906,44,14,1774,18,58,19,18.7154026031494,7,12,96,35.0068199519544,0.771451719103563,232
1268.36926269531,44,14,1804,18,58,18,18.7033462524414,6,7,98,35.0318199519144,0.771451719103563,257
1187.17443847656,45,14,1796,16,58,20,18.7169876098633,3,12,106,35.0547366185444,0.771451719103563,367
1346.70275878906,41,14,1490,17,59,19,17.7063827514648,4,8,104,34.4464032861847,0.769368385773563,220
1328.81799316406,43,14,1510,16,60,19,17.7213973999023,6,15,105,34.4568199528347,0.769368385773563,215
1217.7763671875,44,14,1579,14,58,20,17.8632431030273,9,17,95,34.5047366194246,0.769368385773563,205
1303.00158691406,46,15,1638,17,58,21,18.3034362792969,3,20,104,34.6734866191546,0.769368385773563,131
1305.63317871094,45,15,1623,20,57,21,18.3383235931396,3,40,97,34.6922366191245,0.769368385773563,126
1299.87072753906,46,15,1659,18,57,21,18.3581638336182,6,23,103,34.7005699524445,0.769368385773563,131
1303.79382324219,44,15,1665,22,59,21,18.4948177337646,4,14,108,34.7734866189945,0.769368385773563,179
1261.09191894531,46,14,1651,22,60,20,18.553129196167,5,14,103,34.8130699522645,0.769368385773563,171
1147.9580078125,45,14,1697,17,59,20,18.7173137664795,0,11,108,34.9526532853744,0.769368385773563,236
1129.87902832031,45,14,1704,15,57,20,18.7407073974609,6,10,100,34.9922366186444,0.769368385773563,251
1195.21447753906,44,14,1774,18,58,19,18.7154026031494,7,12,96,35.0026532852944,0.769368385773563,213
1144.70654296875,39,14,1330,8,60,17,17.6191062927246,3,23,103,34.3880699529447,0.767285052443563,202
1177.48510742188,36,14,1387,11,60,16,17.6274337768555,6,15,99,34.3943199529347,0.767285052443563,195
1332.82299804688,41,14,1468,16,60,18,17.6950416564941,5,17,106,34.4505699528447,0.767285052443563,231
1201.98083496094,42,14,1446,12,58,19,17.7397747039795,2,11,98,34.4630699528247,0.767285052443563,223
1165.63195800781,45,14,1537,15,57,21,17.7784957885742,8,26,98,34.4922366194446,0.767285052443563,238
1601.84558105469,47,14,1645,22,57,21,18.0362567901611,4,23,96,34.5526532860146,0.767285052443563,212
1601.84558105469,47,14,1645,22,57,21,18.0362567901611,4,23,96,34.5589032860046,0.767285052443563,200
1596.83093261719,48,15,1649,23,57,21,18.0700035095215,4,26,89,34.5734866193146,0.767285052443563,218
1797.73388671875,49,15,1675,25,56,21,18.1443195343018,7,31,91,34.5943199526146,0.767285052443563,232
1714.41735839844,50,14,1632,16,57,20,18.148265838623,4,21,99,34.6089032859246,0.767285052443563,192
1295.43090820312,44,15,1638,15,60,21,18.2830123901367,4,17,105,34.6755699524846,0.767285052443563,143
1268.04235839844,45,15,1618,17,56,22,18.336727142334,3,16,100,34.6943199524545,0.767285052443563,126
1541.10546875,46,15,1660,20,59,22,18.4367084503174,4,18,111,34.7422366190445,0.767285052443563,244
1244.88354492188,46,14,1680,14,59,20,18.5729637145996,4,12,103,34.8339032855645,0.767285052443563,226
1175.49584960938,47,14,1645,15,60,20,18.5922393798828,3,14,106,34.8443199522145,0.767285052443563,177
1225.19677734375,46,14,1704,16,60,19,18.6237964630127,3,12,103,34.8651532855145,0.767285052443563,223
1490.18139648438,48,14,1734,20,61,19,18.6418571472168,5,15,100,34.8818199521545,0.767285052443563,252
1590.24047851562,48,14,1747,18,58,19,18.6406536102295,6,23,101,34.8922366188044,0.767285052443563,246
1133.80810546875,45,14,1652,21,61,20,18.6961498260498,3,12,106,34.9401532853944,0.767285052443563,258
1168.98974609375,45,14,1780,19,58,20,18.7264957427979,3,11,102,35.0380699519044,0.767285052443563,287
1124.94458007812,45,14,1746,16,57,20,18.7439079284668,7,7,103,35.0547366185444,0.767285052443563,358
1219.33276367188,34,15,1424,11,60,16,17.6338729858398,6,8,104,34.4068199529147,0.765201719113563,196
1332.82299804688,41,14,1468,16,60,18,17.6950416564941,5,17,106,34.4443199528547,0.765201719113563,230
1332.82299804688,41,14,1468,16,60,18,17.6950416564941,5,17,106,34.4484866195147,0.765201719113563,227
1191.02087402344,42,15,1549,16,57,22,17.8604335784912,11,21,90,34.5151532860746,0.765201719113563,203
1640.40905761719,45,15,1728,21,56,21,18.0154838562012,16,22,90,34.5422366193646,0.765201719113563,189
1717.80297851562,48,15,1677,28,58,21,18.0945816040039,10,28,85,34.5797366193046,0.765201719113563,211
1605.39599609375,49,14,1620,15,57,20,18.1559772491455,4,27,106,34.6130699525846,0.765201719113563,175
1492.94323730469,48,14,1581,14,57,20,18.1626682281494,4,29,107,34.6234866192346,0.765201719113563,145
1268.04235839844,45,15,1618,17,56,22,18.336727142334,3,16,100,34.6943199524545,0.765201719113563,130
1541.10546875,46,15,1660,20,59,22,18.4367084503174,4,18,111,34.7380699523845,0.765201719113563,239
1396.97924804688,47,15,1632,16,59,21,18.4561042785645,3,23,104,34.7568199523545,0.765201719113563,208
1176.63684082031,48,14,1674,15,60,19,18.60764503479,4,14,104,34.8568199521945,0.765201719113563,203
1225.19677734375,46,14,1704,16,60,19,18.6237964630127,3,12,103,34.8630699521845,0.765201719113563,198
1088.40759277344,46,14,1699,18,58,20,18.7382392883301,3,5,101,34.9901532853144,0.765201719113563,268
1147.66186523438,45,14,1734,14,57,19,18.7412376403809,6,9,96,35.0047366186244,0.765201719113563,266
1154.69140625,41,14,1452,12,59,21,17.7521705627441,6,17,101,34.4693199528147,0.763118385783563,212
1670.33239746094,46,14,1692,19,56,21,18.0297431945801,5,17,96,34.5443199526946,0.763118385783563,193
1605.39599609375,49,14,1620,15,57,20,18.1559772491455,4,27,106,34.6151532859146,0.763118385783563,143
1396.97924804688,47,15,1632,16,59,21,18.4561042785645,3,23,104,34.7526532856945,0.763118385783563,238
1396.97924804688,47,15,1632,16,59,21,18.4561042785645,3,23,104,34.7589032856845,0.763118385783563,175
1385.20520019531,46,15,1663,21,59,21,18.5017757415771,5,16,109,34.7839032856445,0.763118385783563,173
1587.51708984375,47,14,1709,15,59,19,18.6594200134277,4,16,101,34.9005699521244,0.763118385783563,214
1247.49560546875,45,14,1652,22,60,20,18.6902923583984,6,15,102,34.9318199520744,0.763118385783563,243
1099.94030761719,45,14,1680,18,58,20,18.7324638366699,5,11,101,34.9818199519944,0.763118385783563,308
1155.11840820312,44,14,1740,18,58,19,18.7410316467285,5,10,97,35.0297366185844,0.763118385783563,252
1155.11840820312,44,14,1740,18,58,19,18.7410316467285,5,10,97,35.0318199519144,0.763118385783563,253
1165.63195800781,45,14,1537,15,57,21,17.7784957885742,8,26,98,34.4901532861146,0.761035052453563,227
1177.34326171875,43,14,1518,14,58,21,17.8243408203125,6,19,92,34.5026532860946,0.761035052453563,185
1640.40905761719,45,15,1728,21,56,21,18.0154838562012,16,22,90,34.5401532860346,0.761035052453563,191
1601.84558105469,47,14,1645,22,57,21,18.0362567901611,4,23,96,34.5568199526746,0.761035052453563,199
1717.80297851562,48,15,1677,28,58,21,18.0945816040039,10,28,85,34.5776532859746,0.761035052453563,190
1717.80297851562,48,15,1677,28,58,21,18.0945816040039,10,28,85,34.5839032859646,0.761035052453563,198
1605.39599609375,49,14,1620,15,57,20,18.1559772491455,4,27,106,34.6109866192546,0.761035052453563,149
1492.94323730469,48,14,1581,14,57,20,18.1626682281494,4,29,107,34.6234866192346,0.761035052453563,132
1330.77368164062,46,15,1642,18,57,21,18.3067398071289,2,18,107,34.6839032858045,0.761035052453563,123
1268.04235839844,45,15,1618,17,56,22,18.336727142334,3,16,100,34.6984866191145,0.761035052453563,122
1507.86535644531,45,15,1699,19,59,20,18.4102649688721,3,17,109,34.7255699524045,0.761035052453563,238
1244.88354492188,46,14,1680,14,59,20,18.5729637145996,4,12,103,34.8297366189045,0.761035052453563,204
1541.01245117188,47,14,1707,21,59,20,18.6713676452637,5,12,100,34.9047366187844,0.761035052453563,231
1179.89990234375,36,14,1348,9,60,17,17.6087265014648,7,18,103,34.3964032862647,0.758951719123563,196
1343.92443847656,39,14,1443,14,61,19,17.6538639068604,4,9,117,34.4276532862147,0.758951719123563,209
1298.51831054688,38,14,1456,13,60,18,17.6871185302734,8,17,105,34.4443199528547,0.758951719123563,214
1228.69360351562,40,14,1424,12,59,19,17.7145118713379,7,13,97,34.4589032861647,0.758951719123563,227
1632.89990234375,44,15,1652,20,56,21,17.9623413085938,20,16,85,34.5276532860546,0.758951719123563,178
1618.69836425781,48,15,1618,20,55,20,18.0271034240723,3,27,92,34.5609866193346,0.758951719123563,192
1249.34924316406,44,14,1644,17,58,20,18.3412857055664,6,14,100,34.7047366191045,0.758951719123563,131
1249.34924316406,44,14,1644,17,58,20,18.3412857055664,6,14,100,34.7089032857645,0.758951719123563,133
1302.23425292969,47,14,1645,14,59,21,18.5375308990479,6,11,107,34.8109866189345,0.758951719123563,179
1181.37377929688,46,14,1666,16,60,20,18.6021423339844,3,12,105,34.8589032855245,0.758951719123563,174
1552.20227050781,46,14,1744,16,60,19,18.6434841156006,4,12,102,34.8880699521444,0.758951719123563,226
1274.49780273438,45,14,1661,22,60,19,18.686164855957,4,10,102,34.9318199520744,0.758951719123563,220
1068.40698242188,44,14,1729,19,58,20,18.7566814422607,6,17,98,35.0339032852444,0.758951719123563,309
1343.92443847656,39,14,1443,14,61,19,17.6538639068604,4,9,117,34.4318199528747,0.756868385793563,212
1196.06225585938,43,14,1494,13,59,21,17.7815380096436,5,19,93,34.5005699527646,0.756868385793563,180
1752.091796875,44,15,1707,21,56,20,17.9950866699219,9,13,91,34.5359866193746,0.756868385793563,181
1691.89331054688,49,14,1648,24,57,20,18.0909976959229,10,40,91,34.5922366192846,0.756868385793563,202
1660.83166503906,48,14,1626,17,58,20,18.1410846710205,2,35,108,34.6151532859146,0.756868385793563,132
1316.00048828125,48,14,1581,14,58,20,18.1909084320068,3,19,108,34.6505699525246,0.756868385793563,121
1249.34924316406,44,14,1644,17,58,20,18.3412857055664,6,14,100,34.7068199524345,0.756868385793563,127
1331.74145507812,46,14,1625,18,59,21,18.4547634124756,3,29,104,34.7630699523445,0.756868385793563,158
1302.23425292969,47,14,1645,14,59,21,18.5375308990479,6,11,107,34.8172366189245,0.756868385793563,200
1219.13012695312,47,14,1619,15,59,21,18.5452575683594,4,25,106,34.8255699522445,0.756868385793563,235
1552.20227050781,46,14,1744,16,60,19,18.6434841156006,4,12,102,34.8880699521444,0.756868385793563,241
1552.20227050781,46,14,1744,16,60,19,18.6434841156006,4,12,102,34.8901532854744,0.756868385793563,226
1552.20227050781,46,14,1744,16,60,19,18.6434841156006,4,12,102,34.8922366188044,0.756868385793563,221
1550.64428710938,46,14,1726,17,60,19,18.6694869995117,11,14,101,34.9151532854344,0.756868385793563,223
1119.25891113281,46,14,1640,22,62,20,18.6910095214844,4,21,107,34.9380699520644,0.756868385793563,234
1083.658203125,46,14,1653,20,60,20,18.7142772674561,6,14,104,34.9672366186844,0.756868385793563,238
1087.1591796875,46,14,1665,21,60,20,18.7217197418213,6,14,102,34.9734866186744,0.756868385793563,245
1068.0498046875,45,14,1683,20,60,19,18.7411403656006,4,19,101,34.9984866186344,0.756868385793563,276
1418.18872070312,44,14,1611,20,56,21,17.9010696411133,14,13,88,34.5193199527346,0.754785052463563,210
1316.00048828125,48,14,1581,14,58,20,18.1909084320068,3,19,108,34.6505699525246,0.754785052463563,130
1243.75842285156,47,15,1546,15,58,20,18.2048454284668,4,16,103,34.6526532858546,0.754785052463563,133
1382.04724121094,45,14,1661,19,57,20,18.3871612548828,6,20,104,34.7193199524145,0.754785052463563,127
1382.04724121094,45,14,1661,19,57,20,18.3871612548828,6,20,104,34.7214032857445,0.754785052463563,127
1331.74145507812,46,14,1625,18,59,21,18.4547634124756,3,29,104,34.7609866190145,0.754785052463563,161
1302.23425292969,47,14,1645,14,59,21,18.5375308990479,6,11,107,34.8130699522645,0.754785052463563,170
1194.45458984375,48,14,1653,16,60,20,18.5606575012207,2,30,107,34.8276532855745,0.754785052463563,229
1552.20227050781,46,14,1744,16,60,19,18.6434841156006,4,12,102,34.8922366188044,0.754785052463563,214
1550.64428710938,46,14,1726,17,60,19,18.6694869995117,11,14,101,34.9151532854344,0.754785052463563,222
1074.94091796875,46,14,1656,22,61,20,18.6989803314209,4,16,107,34.9505699520444,0.754785052463563,246
1076.47094726562,46,14,1646,23,60,20,18.7066955566406,3,13,107,34.9568199520344,0.754785052463563,242
1083.658203125,46,14,1653,20,60,20,18.7142772674561,6,14,104,34.9672366186844,0.754785052463563,265
1058.19873046875,44,14,1689,15,58,20,18.7557945251465,2,14,99,35.0214032852644,0.754785052463563,269
1274.23229980469,42,14,1542,17,56,22,17.8466300964355,3,8,91,34.5109866194146,0.752701719133563,195
1274.23229980469,42,14,1542,17,56,22,17.8466300964355,3,8,91,34.5172366194046,0.752701719133563,191
1609.86535644531,48,15,1627,19,58,20,18.0433578491211,2,18,92,34.5714032859846,0.752701719133563,190
1660.83166503906,48,14,1626,17,58,20,18.1410846710205,2,35,108,34.6109866192546,0.752701719133563,146
1583.25854492188,48,14,1608,15,58,20,18.1524658203125,1,37,113,34.6193199525746,0.752701719133563,128
