ProfileID,LayerNr,ExCa,ExMg,ExNa,ExK,Country,loc_longitude,loc_latitude
KE W3_0261,3.000000,0.300000,-9999.000000,-9999.000000,-9999.000000,KE,37.366667,-1.881111
KE W3_0263,3.000000,27.200000,4.700000,0.100000,2.000000,KE,38.116667,-1.122778
KE W3_0264,3.000000,7.500000,3.300000,0.100000,0.200000,KE,37.266667,-1.625556
KE W3_0265,3.000000,0.100000,-9999.000000,0.100000,0.100000,KE,37.366667,1.881111
KE W3_0266,3.000000,2.400000,0.900000,-9999.000000,0.400000,KE,37.866667,-1.872778
KE W3_0267,3.000000,2.400000,1.500000,0.100000,0.100000,KE,37.366667,-1.872778
KE W3_0268,3.000000,0.900000,1.600000,-9999.000000,0.400000,KE,38.116667,-1.631111
KE W3_0269,3.000000,2.200000,3.700000,0.300000,0.300000,KE,38.366667,-1.872778
KE W3_0270,3.000000,8.200000,6.000000,1.100000,0.200000,KE,38.116667,-1.631111
KE W3_0271,3.000000,6.000000,2.600000,0.100000,0.500000,KE,37.866667,-1.872778
KE W3_0272,3.000000,5.300000,2.400000,0.100000,0.400000,KE,38.116667,-1.631111
KE W3_0274,3.000000,10.800000,3.600000,0.100000,0.600000,KE,37.866667,-1.872778
KE W3_0275,3.000000,8.900000,3.400000,0.100000,0.400000,KE,38.366667,-1.872778
KE W3_0276,3.000000,11.000000,4.300000,0.100000,0.200000,KE,38.116667,-1.622778
KE W3_0277,3.000000,1.900000,1.100000,0.100000,0.300000,KE,38.116667,-1.181111
KE W3_0278,3.000000,4.600000,3.200000,0.100000,0.400000,KE,38.366667,-1.872778
KE W3_0279,3.000000,6.800000,2.400000,0.100000,0.100000,KE,37.366667,-1.872778
KE W3_0280,3.000000,3.900000,1.900000,-9999.000000,0.500000,KE,37.616667,-1.622778
KE W3_0281,3.000000,2.200000,1.000000,-9999.000000,0.200000,KE,37.366667,-1.368611
KE W3_0282,3.000000,5.500000,2.500000,0.100000,0.700000,KE,38.116667,-1.631111
KE W3_0283,3.000000,2.100000,1.800000,-9999.000000,0.200000,KE,37.366667,-1.872778
KE W3_0284,3.000000,2.600000,2.500000,0.100000,0.400000,KE,37.750000,-1.622778
KE W3_0285,3.000000,7.100000,3.200000,0.100000,1.100000,KE,38.366667,-1.376944
KE W3_0286,3.000000,4.200000,2.500000,-9999.000000,0.600000,KE,38.116667,-1.631111
KE W3_0288,3.000000,5.600000,1.400000,0.100000,0.200000,KE,38.116667,-1.181111
KE W3_0289,3.000000,12.300000,2.600000,-9999.000000,1.000000,KE,38.116667,-1.118611
KE W3_0290,3.000000,8.200000,5.300000,0.200000,0.200000,KE,38.116667,-1.122778
KE W3_0325,3.000000,23.200000,5.300000,0.200000,1.400000,KE,36.850000,-1.166667
KE wasp_1,3.000000,6.500000,1.600000,0.000000,0.900000,KE,36.683333,-1.250000
KE wasp_10,3.000000,2.200000,0.700000,0.300000,0.100000,KE,39.385278,-4.300833
KE wasp_11,3.000000,4.800000,0.800000,0.000000,0.100000,KE,39.300000,-4.169167
KE wasp_12,3.000000,14.400000,7.800000,0.100000,0.400000,KE,39.184722,-4.018333
KE wasp_13,3.000000,4.000000,3.300000,0.100000,1.000000,KE,36.633333,-1.216667
KE wasp_14,3.000000,25.000000,3.500000,0.600000,0.400000,KE,34.500000,-0.751389
KE wasp_15,3.000000,6.600000,0.700000,0.700000,0.200000,KE,34.500000,-0.751389
KE wasp_16,3.000000,3.200000,0.100000,0.500000,0.100000,KE,34.500000,-0.751389
KE wasp_17,3.000000,1.900000,0.500000,0.000000,0.200000,KE,34.916667,-0.666667
KE wasp_18,3.000000,0.200000,0.300000,195.000000,0.700000,KE,37.600000,2.833333
KE wasp_2,3.000000,8.600000,2.500000,0.000000,0.700000,KE,36.584722,-0.901667
KE wasp_22,3.000000,5.900000,4.600000,0.400000,1.400000,KE,37.466667,2.266667
KE wasp_23,3.000000,8.100000,2.600000,0.000000,1.100000,KE,37.033333,2.395833
KE wasp_24,3.000000,6.400000,1.600000,0.100000,0.800000,KE,37.033333,2.408333
KE wasp_25,3.000000,33.500000,4.300000,1.600000,1.500000,KE,35.133889,-0.616944
KE wasp_26,3.000000,6.900000,2.800000,0.400000,0.600000,KE,34.702222,-0.884722
KE wasp_28,3.000000,3.300000,1.400000,0.100000,0.400000,KE,40.000000,-3.117778
KE wasp_29,3.000000,0.200000,0.300000,0.000000,0.200000,KE,39.833333,-3.616667
KE wasp_3,3.000000,2.400000,0.500000,0.000000,1.400000,KE,36.433889,-0.818333
KE wasp_30,3.000000,3.000000,0.500000,0.200000,0.200000,KE,39.866667,-3.600000
KE wasp_31,3.000000,2.400000,1.500000,0.200000,0.300000,KE,39.644167,-3.779167
KE wasp_32,3.000000,14.500000,15.600000,3.100000,0.400000,KE,39.800000,-3.550833
KE wasp_33,3.000000,1.400000,5.200000,3.400000,0.200000,KE,39.502222,-3.835278
KE wasp_34,3.000000,0.000000,0.000000,0.100000,0.200000,KE,36.850000,-0.750000
KE wasp_35,3.000000,19.100000,2.200000,1.700000,9.800000,KE,35.833333,-1.100000
KE wasp_36,3.000000,25.700000,8.500000,0.800000,4.500000,KE,37.700000,-2.516700
KE wasp_37,3.000000,13.500000,5.200000,0.200000,3.300000,KE,36.133333,-0.983333
KE wasp_38,3.000000,0.400000,0.300000,0.200000,0.200000,KE,37.461111,-0.172222
KE wasp_39,3.000000,0.400000,0.000000,0.000000,0.300000,KE,37.511111,-0.209722
KE wasp_4,3.000000,0.200000,0.000000,0.000000,0.200000,KE,36.752222,-0.700000
KE wasp_40,3.000000,0.000000,0.000000,0.300000,0.000000,KE,37.538889,-0.354167
KE wasp_41,3.000000,3.100000,2.600000,0.100000,1.500000,KE,37.541667,-0.354167
KE wasp_42,3.000000,1.700000,1.300000,0.500000,0.800000,KE,37.536111,-0.355556
KE wasp_43,3.000000,0.800000,0.300000,0.500000,0.100000,KE,37.576389,-0.380556
KE wasp_44,3.000000,7.100000,2.200000,0.000000,1.500000,KE,37.627778,-0.411111
KE wasp_45,3.000000,3.900000,3.300000,0.000000,0.100000,KE,37.625000,-0.413889
KE wasp_46,3.000000,3.700000,2.900000,0.300000,0.100000,KE,37.623611,-0.416667
KE wasp_47,3.000000,2.900000,2.100000,0.000000,0.100000,KE,37.700000,-0.451389
KE wasp_48,3.000000,1.000000,0.800000,0.500000,0.700000,KE,37.698611,-0.451389
KE wasp_49,3.000000,12.500000,4.100000,0.200000,0.700000,KE,37.698611,-0.452778
KE wasp_5,3.000000,3.500000,1.100000,0.000000,0.400000,KE,37.451667,-0.552222
KE wasp_50,3.000000,5.800000,6.400000,0.100000,0.200000,KE,37.772222,-0.452778
KE wasp_51,3.000000,8.300000,4.300000,0.000000,0.100000,KE,37.790278,-0.461111
KE wasp_52,3.000000,29.700000,12.500000,0.200000,0.400000,KE,37.805556,-0.444444
KE wasp_53,3.000000,8.300000,3.400000,0.000000,0.100000,KE,37.972222,-0.152222
KE wasp_55,3.000000,9.500000,3.000000,0.100000,0.400000,KE,38.244444,-0.227778
KE wasp_56,3.000000,17.800000,13.700000,1.800000,0.600000,KE,38.425000,-0.766667
KE wasp_57,3.000000,7.700000,2.300000,0.100000,0.500000,KE,38.384722,-0.581944
KE wasp_58,3.000000,2.700000,1.600000,0.000000,0.800000,KE,38.391667,-0.583333
KE wasp_59,3.000000,2.100000,1.100000,0.000000,0.800000,KE,38.391667,-0.583333
KE wasp_6,3.000000,1.200000,0.400000,0.000000,0.400000,KE,37.466667,-0.533333
KE wasp_60,3.000000,66.000000,9.100000,0.300000,2.000000,KE,39.048611,-0.705556
KE wasp_61,3.000000,0.400000,0.300000,0.000000,0.400000,KE,39.523611,-0.486111
KE wasp_62,3.000000,7.100000,1.200000,0.100000,0.200000,KE,39.633333,-0.475000
KE wasp_63,3.000000,9.500000,6.900000,5.100000,1.000000,KE,39.663889,-0.433333
KE wasp_64,3.000000,4.500000,1.900000,0.400000,0.700000,KE,39.741667,-0.397222
KE wasp_65,3.000000,13.000000,3.100000,3.600000,0.100000,KE,36.830556,-1.791667
KE wasp_66,3.000000,53.600000,3.500000,2.400000,0.200000,KE,36.827778,-1.830556
KE wasp_67,3.000000,27.700000,10.400000,0.700000,7.100000,KE,36.788889,-1.794444
KE wasp_68,3.000000,9.200000,4.200000,0.100000,0.300000,KE,36.769444,-1.854167
KE wasp_69,3.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,KE,36.781944,-1.983333
KE wasp_7,3.000000,3.000000,2.000000,0.300000,0.300000,KE,37.916667,-0.666667
KE wasp_70,3.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,KE,37.786111,-0.316667
KE wasp_8,3.000000,1.600000,1.600000,0.000000,0.300000,KE,39.550000,-3.550000
KE wasp_9,3.000000,0.000000,1.000000,0.000000,0.000000,KE,39.833333,-3.450000
KE SOTER_108/3-2,3.000000,13.600000,1.130000,0.010000,0.060000,KE,37.680000,0.034400
KE SOTER_121/3-2,3.000000,9.600000,1.150000,1.900000,0.800000,KE,37.020000,-0.360000
KE SOTER_122/1-28,3.000000,5.500000,3.650000,0.130000,0.150000,KE,37.710000,-0.020000
KE SOTER_122/1-34,3.000000,1.900000,1.050000,0.090000,0.670000,KE,37.670000,-0.090000
KE SOTER_122/1-35,3.000000,2.300000,1.550000,0.190000,0.210000,KE,37.740000,-0.090000
KE SOTER_122/1-37,3.000000,2.300000,1.400000,0.260000,0.630000,KE,37.720000,-0.110000
KE SOTER_122/1-39,3.000000,3.300000,2.150000,0.090000,1.150000,KE,37.690000,-0.150000
KE SOTER_122/1-42,3.000000,3.500000,2.350000,0.180000,2.000000,KE,37.630000,-0.080000
KE SOTER_122/1-46,3.000000,1.200000,0.260000,0.270000,0.770000,KE,37.580000,-0.080000
KE SOTER_122/1-48,3.000000,2.100000,0.260000,0.170000,1.910000,KE,37.610000,-0.130000
KE SOTER_122/1-49,3.000000,0.800000,0.660000,0.170000,0.630000,KE,37.620000,-0.150000
KE SOTER_122/1-53,3.000000,1.300000,0.660000,0.120000,0.030000,KE,37.670000,-0.170000
KE SOTER_122/1-54,3.000000,1.200000,0.220000,0.170000,0.530000,KE,37.530000,-0.220000
KE SOTER_122/1-58,3.000000,2.800000,1.420000,0.320000,1.410000,KE,37.590000,-0.030000
KE SOTER_122/1-60,3.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,KE,37.570000,-0.110000
KE SOTER_122/2-10,3.000000,34.500000,18.600000,0.700000,0.010000,KE,37.870000,-0.217000
KE SOTER_122/2-131,3.000000,13.200000,1.880000,0.300000,0.060000,KE,37.780000,-0.080000
KE SOTER_122/2-15,3.000000,3.000000,2.700000,0.160000,0.270000,KE,37.910000,-0.056000
KE SOTER_122/2-2,3.000000,2.300000,2.800000,0.700000,0.900000,KE,37.780000,-0.120000
KE SOTER_122/2-24,3.000000,3.100000,2.000000,0.080000,0.700000,KE,37.730000,-0.050000
KE SOTER_122/2-26,3.000000,4.900000,3.500000,0.160000,0.100000,KE,37.850000,-0.160000
KE SOTER_122/2-5,3.000000,0.700000,0.300000,0.010000,0.010000,KE,37.830000,-0.198000
KE SOTER_122/2-6a,3.000000,8.700000,6.200000,0.100000,0.010000,KE,37.860000,-0.220000
KE SOTER_122/2-6b,3.000000,3.600000,2.200000,0.220000,0.920000,KE,37.860000,-0.220000
KE SOTER_122/3-128,3.000000,0.600000,0.100000,0.100000,0.100000,KE,37.520700,-0.413900
KE SOTER_122/3-13,3.000000,1.400000,0.700000,0.010000,0.100000,KE,37.538000,-0.369000
KE SOTER_122/3-17,3.000000,2.000000,0.500000,0.100000,0.200000,KE,37.649450,-0.418500
KE SOTER_122/3-3,3.000000,7.300000,2.300000,0.100000,0.700000,KE,37.726400,-0.440400
KE SOTER_122/3-30,3.000000,1.700000,0.700000,0.200000,0.200000,KE,37.688000,-0.450700
KE SOTER_122/3-4,3.000000,2.200000,1.200000,0.100000,0.200000,KE,37.749000,-0.451400
KE SOTER_122/3-48,3.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,KE,37.536200,-0.350700
KE SOTER_122/3-53,3.000000,1.000000,0.500000,0.200000,0.700000,KE,37.698300,-0.451400
KE SOTER_122/3-54,3.000000,7.300000,4.400000,0.400000,1.000000,KE,37.698300,-0.454900
KE SOTER_122/4-114,3.000000,1.800000,1.200000,0.100000,0.200000,KE,37.959200,-0.329600
KE SOTER_122/4-40,3.000000,3.500000,3.500000,0.500000,1.000000,KE,37.766300,-0.308600
KE SOTER_122/4-6,3.000000,21.500000,11.800000,7.900000,0.400000,KE,37.854100,-0.395600
KE SOTER_134/4-197,3.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,KE,36.980000,-0.820000
KE SOTER_134/4-198,3.000000,3.330000,-9999.000000,0.070000,0.040000,KE,36.900000,-0.810000
KE SOTER_134/4-205,3.000000,-9999.000000,-9999.000000,0.250000,1.000000,KE,36.790000,-0.830000
KE SOTER_134/4-209,3.000000,-9999.000000,-9999.000000,0.200000,0.290000,KE,36.770000,-0.760000
KE SOTER_135/3-15,3.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,KE,37.150000,-0.760000
KE SOTER_135/3-16,3.000000,7.200000,1.570000,0.200000,0.500000,KE,37.180000,-0.850000
KE SOTER_135/3-189,3.000000,10.300000,5.300000,0.380000,0.190000,KE,37.173300,-0.866600
KE SOTER_135/3-337,3.000000,2.900000,3.100000,0.100000,0.100000,KE,37.130000,-0.960000
KE SOTER_135/3-383,3.000000,-9999.000000,0.550000,-9999.000000,0.300000,KE,37.080000,-1.000000
KE SOTER_135/3-480,3.000000,6.200000,1.520000,0.350000,0.110000,KE,37.030000,-0.930000
KE SOTER_135/3-56,3.000000,16.100000,3.800000,2.400000,0.300000,KE,37.078800,-0.990400
KE SOTER_135/4-40,3.000000,2.610000,0.770000,0.250000,0.060000,KE,37.270000,-0.938000
KE SOTER_136/1-22,3.000000,31.000000,15.000000,6.000000,0.500000,KE,37.540700,-0.730000
KE SOTER_136/1-51,3.000000,2.800000,3.000000,0.200000,0.200000,KE,37.692300,-0.705800
KE SOTER_136/1-8,3.000000,5.600000,2.100000,0.300000,0.900000,KE,37.550000,-0.610000
KE SOTER_136/3-23,3.000000,28.400000,8.700000,0.500000,0.400000,KE,37.580300,-0.777820
KE SOTER_136/3-64,3.000000,1.600000,1.300000,0.300000,1.100000,KE,37.740000,-0.940000
KE SOTER_136/4-75,3.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,KE,37.975100,-0.985700
KE SOTER_96-9,3.000000,4.300000,0.200000,0.300000,0.300000,KE,38.583300,0.953900
KE KARIDB_104/2-72,3.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,KE,35.970000,0.390000
KE KARIDB_104/2-77,3.000000,16.000000,3.500000,1.100000,1.100000,KE,35.800000,0.420000
KE KARIDB_116/3-25,3.000000,10.700000,6.900000,0.700000,0.500000,KE,34.630000,0.358000
KE KARIDB_116/3-8,3.000000,57.000000,7.600000,2.600000,0.400000,KE,34.540000,0.460000
KE KARIDB_117/1-2,3.000000,17.100000,13.100000,0.500000,0.300000,KE,35.240000,-0.086000
KE KARIDB_117/2-12,3.000000,2.700000,1.000000,0.200000,0.200000,KE,35.301000,-0.047000
KE KARIDB_117/2-13,3.000000,22.000000,7.600000,0.900000,0.300000,KE,35.275000,-0.166000
KE KARIDB_117/4-23,3.000000,6.400000,1.900000,1.200000,1.200000,KE,35.537000,-0.294000
KE KARIDB_118/1-17,3.000000,0.800000,0.300000,0.400000,0.300000,KE,35.514000,-0.053000
KE KARIDB_118/1-19,3.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,KE,35.537000,-0.032000
KE KARIDB_118/1-21,3.000000,7.500000,0.900000,0.900000,0.700000,KE,35.513000,-0.650000
KE KARIDB_118/3-3,3.000000,0.200000,0.900000,1.000000,1.000000,KE,35.553000,-0.200000
KE KARIDB_118/3-4,3.000000,1.500000,1.400000,1.900000,1.300000,KE,35.556000,-0.274000
KE KARIDB_118/4-2,3.000000,26.600000,3.400000,0.600000,1.700000,KE,35.660000,1.974000
KE KARIDB_120/2-11,3.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,KE,36.976000,0.212000
KE KARIDB_120/2-17,3.000000,24.000000,7.200000,4.900000,1.000000,KE,36.937000,0.271000
KE KARIDB_120/2-18,3.000000,36.700000,2.300000,2.600000,1.300000,KE,36.918000,0.266000
KE KARIDB_120/2-5,3.000000,8.500000,1.200000,3.600000,2.900000,KE,36.976800,0.196000
KE KARIDB_120/2-9,3.000000,11.300000,1.600000,4.000000,2.900000,KE,36.954000,0.231000
KE KARIDB_161/2-13,3.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,KE,36.916000,-1.562000
KE KARIDB_161/2-18,3.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,KE,36.743000,1.569000
KE KARIDB_161/4-19,3.000000,63.600000,10.000000,1.900000,0.800000,KE,36.740000,-1.810000
KE KARIDB_172/2-17,3.000000,13.200000,3.100000,0.900000,0.800000,KE,36.756000,-2.032000
KE KARIDB_174/1-1,3.000000,2.400000,0.500000,-9999.000000,-9999.000000,KE,37.720000,2.230000
KE KARIDB_195/2-20,3.000000,1.000000,1.800000,0.800000,0.800000,KE,38.310000,-3.500000
KE KARIDB_75/4-20,3.000000,1.300000,0.400000,0.450000,0.220000,KE,35.440000,1.110000
KE KARIDB_75/4-21,3.000000,0.400000,0.100000,0.300000,0.100000,KE,35.380000,1.070000
KE KARIDB_75/4-22,3.000000,0.900000,0.300000,0.300000,0.100000,KE,35.320000,1.080000
KE KARIDB_90/1-28,3.000000,0.800000,0.400000,0.600000,0.400000,KE,35.530000,0.970000
KE KARIDB_90/4-75,3.000000,0.390000,0.320000,0.200000,0.200000,KE,35.780000,0.550000
KE KARIDB_103/4-22,3.000000,9.100000,2.300000,0.100000,1.900000,KE,35.419998,0.083000
KE KARIDB_115/2-33,3.000000,33.000000,6.480000,2.750000,1.050000,KE,34.330002,-0.286000
KE KARIDB_115/2-43,3.000000,13.500000,4.900000,1.380000,6.500000,KE,34.355000,-0.295000
KE KARIDB_116/2-57,3.000000,18.200000,52.000000,1.600000,1.100000,KE,34.903000,-0.244000
KE KARIDB_116/3-10,3.000000,35.700000,6.300000,5.700000,0.400000,KE,34.520000,-0.470000
KE KARIDB_116/3-16,3.000000,67.400000,6.200000,6.000000,0.900000,KE,36.549999,-0.340000
KE KARIDB_116/3-20,3.000000,16.000000,3.300000,0.200000,0.200000,KE,34.619999,-0.370000
KE KARIDB_116/3-3,3.000000,38.000000,4.300000,3.200000,2.100000,KE,34.599998,-0.360000
KE KARIDB_116/4-54,3.000000,41.800000,4.200000,5.600000,0.600000,KE,34.931999,-0.255000
KE KARIDB_118/1-18,3.000000,2.000000,1.600000,0.600000,3.700000,KE,35.645000,-0.136000
KE KARIDB_133/2-220,3.000000,17.200000,5.500000,4.400000,11.600000,KE,36.431999,-0.733000
KE KARIDB_148/3-26,3.000000,5.700000,3.800000,1.800000,0.600000,KE,36.688999,-1.298000
KE KARIDB_154/2-836,3.000000,15.700000,15.000000,13.500000,1.500000,KE,39.745998,-1.088000
KE KARIDB_161/4-6,3.000000,20.500000,2.600000,0.700000,1.480000,KE,36.610001,-1.925000
KE KARIDB_161/4-9,3.000000,54.000000,2.000000,9.400000,0.920000,KE,36.769001,-1.803000
KE KARIDB_162/1-10,3.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,KE,37.016000,-1.670000
KE KARIDB_162/2-13,3.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,KE,36.916000,-1.562000
KE KARIDB_163/3-13,3.000000,2.000000,1.600000,0.100000,0.200000,KE,37.623001,-1.820000
KE KARIDB_163/4-38,3.000000,2.300000,3.500000,0.200000,0.200000,KE,37.779999,-1.837000
KE KARIDB_163/4-89,3.000000,1.800000,0.400000,0.100000,0.600000,KE,37.904999,-1.764000
KE KARIDB_175/1-46,3.000000,2.600000,2.200000,0.200000,0.400000,KE,38.242001,-2.067000
KE KARIDB_184/51,3.000000,6.100000,2.300000,0.100000,1.900000,KE,38.556999,-2.968000
KE KARIDB_190/1-103,3.000000,5.000000,4.100000,0.100000,0.800000,KE,38.502998,-3.004000
KE KARIDB_190/3-3,3.000000,1.200000,1.000000,0.100000,0.300000,KE,38.549000,-3.302000
KE KARIDB_196/1-25,3.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,KE,38.541000,-3.651000
KE KARIDB_196/2-12,3.000000,3.400000,2.500000,0.200000,0.800000,KE,38.937000,-3.745000
KE KARIDB_197/2-3,3.000000,32.000000,18.500000,3.600000,0.200000,KE,39.463001,-3.543000
KE KARIDB_198/1-3,3.000000,1.100000,0.600000,0.500000,0.100000,KE,39.541000,-3.536000
KE KARIDB_198/1-9,3.000000,12.100000,14.100000,2.300000,0.300000,KE,39.744999,-3.745000
KE KARIDB_202/1-266,3.000000,6.000000,7.400000,2.000000,0.200000,KE,39.172001,-4.577000
KE KARIDB_43-5,3.000000,0.800000,0.200000,53.700000,1.000000,KE,37.599998,2.983000
KE KARIDB_54-14,3.000000,46.500000,2.900000,1.000000,1.900000,KE,37.250000,2.083000
KE KARIDB_55-16,3.000000,5.600000,5.400000,0.200000,0.500000,KE,37.882999,2.183000
KE KARIDB_66-11,3.000000,1.500000,1.700000,0.100000,0.100000,KE,37.283001,1.750000
