"annual_precip","clay","h20cap_pf2_0","land_elevation","occ","ph20","silt","terrain_slope","wet_index","X","Y","mg"
1246.27648925781,48,14,1686,22,60,19,5,104,34.8151532855945,0.796451719063563,242
1419.138671875,49,14,1725,17,58,19,5,108,34.8339032855645,0.796451719063563,219
1374.94616699219,47,14,1693,15,60,18,2,102,34.8568199521945,0.796451719063563,264
1372.05383300781,48,14,1718,19,61,19,3,108,34.8964032854644,0.796451719063563,227
1260.20983886719,47,14,1731,18,59,19,3,108,34.9380699520644,0.796451719063563,258
1179.33032226562,47,14,1712,17,59,20,2,101,34.9672366186844,0.796451719063563,266
1166.10375976562,48,14,1727,20,60,19,4,102,34.9734866186744,0.796451719063563,280
1147.38146972656,47,14,1708,20,60,19,2,103,34.9839032853244,0.796451719063563,336
1143.48449707031,46,14,1741,18,58,20,4,102,34.9922366186444,0.796451719063563,264
1159.51721191406,32,15,1346,8,58,19,6,106,34.3797366196247,0.794368385733563,363
1155.14636230469,39,14,1366,12,58,20,6,105,34.3964032862647,0.794368385733563,279
1339.85986328125,47,14,1559,17,58,19,6,97,34.4589032861647,0.794368385733563,210
1847.76342773438,46,16,1752,42,59,22,28,74,34.5859866192946,0.794368385733563,460
1440.14331054688,48,15,1657,16,58,22,4,100,34.6297366192246,0.794368385733563,314
1454.44812011719,47,14,1743,16,59,19,6,106,34.8484866188745,0.794368385733563,224
1374.94616699219,47,14,1693,15,60,18,2,102,34.8526532855345,0.794368385733563,240
1460.48461914062,47,14,1724,17,60,18,4,105,34.8734866188345,0.794368385733563,213
1279.70483398438,47,14,1684,19,59,19,4,104,34.9026532854544,0.794368385733563,236
1233.92846679688,48,14,1710,18,61,19,3,105,34.9464032853844,0.794368385733563,272
1179.33032226562,47,14,1712,17,59,20,2,101,34.9630699520244,0.794368385733563,267
1376.42065429688,47,14,1794,16,60,19,4,105,35.0401532852344,0.794368385733563,273
1105.23803710938,36,15,1337,7,61,19,2,106,34.3797366196247,0.792285052403563,351
1287.63586425781,44,15,1606,15,60,22,7,97,34.4880699527846,0.792285052403563,281
1279.43798828125,46,15,1595,18,59,22,8,95,34.5089032860846,0.792285052403563,298
1838.62414550781,48,16,1805,34,57,22,29,76,34.5734866193146,0.792285052403563,474
1418.70361328125,48,14,1653,15,58,21,4,104,34.6339032858846,0.792285052403563,283
1409.36633300781,47,15,1676,19,58,22,5,98,34.6984866191145,0.792285052403563,329
1498.32885742188,46,15,1708,17,57,21,3,106,34.7068199524345,0.792285052403563,266
1497.87622070312,48,15,1711,22,58,21,3,109,34.7380699523845,0.792285052403563,289
1520.38061523438,48,15,1697,19,59,22,3,112,34.7443199523745,0.792285052403563,287
1304.88549804688,46,15,1658,20,60,23,2,102,34.7693199523345,0.792285052403563,370
1304.88549804688,46,15,1658,20,60,23,2,102,34.7755699523245,0.792285052403563,318
1372.93859863281,47,15,1681,18,59,21,4,110,34.7797366189845,0.792285052403563,313
1396.24133300781,48,14,1729,18,61,18,3,106,34.8714032855045,0.792285052403563,223
1181.31750488281,48,14,1658,21,62,20,2,106,34.9130699521044,0.792285052403563,323
1214.07299804688,45,14,1793,13,58,18,5,99,35.0026532852944,0.792285052403563,259
1214.07299804688,45,14,1793,13,58,18,5,99,35.0068199519544,0.792285052403563,256
1269.60693359375,47,14,1793,16,60,21,4,106,35.0526532852144,0.792285052403563,293
1269.60693359375,47,14,1793,16,60,21,4,106,35.0547366185444,0.792285052403563,300
1262.67224121094,39,14,1462,14,60,18,2,109,34.4130699529047,0.790201719073563,254
1287.63586425781,44,15,1606,15,60,22,7,97,34.4859866194546,0.790201719073563,254
1372.4697265625,47,15,1607,17,57,22,7,97,34.6130699525846,0.790201719073563,326
1418.70361328125,48,14,1653,15,58,21,4,104,34.6297366192246,0.790201719073563,288
1296.11499023438,48,14,1615,18,58,21,4,97,34.6547366191846,0.790201719073563,303
1461.51953125,44,15,1664,19,58,22,2,107,34.7234866190745,0.790201719073563,307
1520.38061523438,48,15,1697,19,59,22,3,112,34.7484866190345,0.790201719073563,299
1376.78051757812,48,14,1668,19,60,20,6,106,34.7943199522945,0.790201719073563,252
1456.92224121094,48,14,1723,15,59,19,3,110,34.8339032855645,0.790201719073563,214
1309.88696289062,47,14,1684,17,59,19,5,101,34.8526532855345,0.790201719073563,231
1165.62145996094,47,14,1689,20,58,19,3,104,34.9589032853644,0.790201719073563,324
1105.23803710938,36,15,1337,7,61,19,2,106,34.3797366196247,0.788118385743563,337
1251.17004394531,39,14,1432,14,60,19,6,106,34.4089032862447,0.788118385743563,263
1341.70471191406,43,14,1552,15,60,19,8,100,34.4630699528247,0.788118385743563,206
1296.11499023438,48,14,1615,18,58,21,4,97,34.6526532858546,0.788118385743563,332
1304.88549804688,46,15,1658,20,60,23,2,102,34.7714032856645,0.788118385743563,333
1271.85485839844,48,14,1688,23,59,19,4,104,34.8151532855945,0.788118385743563,250
1313.70983886719,48,14,1702,18,61,19,4,101,34.8672366188445,0.788118385743563,229
1181.31750488281,48,14,1658,21,62,20,2,106,34.9130699521044,0.788118385743563,316
1181.31750488281,48,14,1658,21,62,20,2,106,34.9172366187644,0.788118385743563,321
1165.62145996094,47,14,1689,20,58,19,3,104,34.9526532853744,0.788118385743563,295
1166.64086914062,46,14,1762,13,57,19,3,102,34.9943199519744,0.788118385743563,261
1436.37231445312,46,14,1824,17,62,20,2,113,35.0422366185644,0.788118385743563,275
1375.47216796875,47,14,1808,16,60,20,6,106,35.0443199518944,0.788118385743563,266
1136.51000976562,34,15,1331,9,59,18,4,102,34.3734866196347,0.786035052413563,393
1199.41687011719,37,15,1420,13,60,17,5,105,34.3943199529347,0.786035052413563,276
1324.39794921875,44,14,1528,17,60,19,4,102,34.4443199528547,0.786035052413563,234
1324.39794921875,44,14,1528,17,60,19,4,102,34.4505699528447,0.786035052413563,233
1271.80151367188,47,15,1639,17,59,22,5,109,34.5151532860746,0.786035052413563,293
1240.33984375,47,15,1599,20,57,23,4,91,34.5234866193946,0.786035052413563,354
1432.90063476562,47,16,1737,33,58,23,17,75,34.5359866193746,0.786035052413563,390
1650.5703125,46,16,1757,33,57,23,14,75,34.5526532860146,0.786035052413563,411
1657.11572265625,48,15,1637,22,59,22,5,89,34.5943199526146,0.786035052413563,435
1657.11572265625,48,15,1637,22,59,22,5,89,34.6005699526046,0.786035052413563,415
1372.4697265625,47,15,1607,17,57,22,7,97,34.6130699525846,0.786035052413563,329
1461.51953125,44,15,1664,19,58,22,2,107,34.7255699524045,0.786035052413563,322
1497.87622070312,48,15,1711,22,58,21,3,109,34.7422366190445,0.786035052413563,292
1476.62060546875,46,14,1729,16,60,19,5,105,34.8380699522245,0.786035052413563,223
1168.91857910156,48,14,1688,20,59,20,4,103,34.9193199520944,0.786035052413563,307
1247.42919921875,47,14,1721,20,58,20,3,106,34.9401532853944,0.786035052413563,268
1297.29577636719,40,14,1419,12,60,19,2,108,34.4130699529047,0.783951719083563,280
1292.33020019531,40,14,1468,16,61,19,1,108,34.4276532862147,0.783951719083563,270
1261.86328125,46,14,1636,17,59,21,2,97,34.5026532860946,0.783951719083563,336
1249.49389648438,48,14,1608,27,57,21,5,87,34.5276532860546,0.783951719083563,350
1249.49389648438,48,14,1608,27,57,21,5,87,34.5297366193846,0.783951719083563,365
1913.37548828125,48,15,1868,37,59,21,29,75,34.5818199526346,0.783951719083563,440
1739.62243652344,49,14,1644,24,57,21,5,90,34.5984866192746,0.783951719083563,399
1538.63916015625,49,14,1605,17,58,21,4,95,34.6026532859346,0.783951719083563,394
1538.63916015625,49,14,1605,17,58,21,4,95,34.6089032859246,0.783951719083563,362
1395.39990234375,48,15,1587,15,58,22,3,99,34.6151532859146,0.783951719083563,314
1427.80212402344,47,14,1656,17,58,21,2,105,34.6359866192146,0.783951719083563,209
1339.37927246094,47,14,1704,17,62,18,5,101,34.8755699521645,0.783951719083563,273
1179.83740234375,48,14,1675,21,60,20,4,106,34.9214032854244,0.783951719083563,287
1156.41442871094,47,14,1686,20,60,19,2,106,34.9568199520344,0.783951719083563,318
1293.71179199219,39,14,1444,13,60,17,6,112,34.4068199529147,0.781868385753563,259
1293.71179199219,39,14,1444,13,60,17,6,112,34.4089032862447,0.781868385753563,272
1345.5380859375,41,14,1484,15,60,19,5,102,34.4464032861847,0.781868385753563,246
1217.86889648438,42,14,1482,15,58,21,5,96,34.4714032861446,0.781868385753563,265
1203.59545898438,47,14,1568,19,57,22,14,96,34.4922366194446,0.781868385753563,352
1739.62243652344,49,14,1644,24,57,21,5,90,34.5984866192746,0.781868385753563,371
1387.0537109375,47,14,1639,18,58,20,5,105,34.6505699525246,0.781868385753563,252
1313.8720703125,47,15,1647,20,57,21,5,96,34.6880699524645,0.781868385753563,244
1514.54907226562,43,15,1680,17,59,21,5,111,34.7255699524045,0.781868385753563,310
1339.37927246094,47,14,1704,17,62,18,5,101,34.8755699521645,0.781868385753563,237
1341.66394042969,45,14,1816,20,58,19,3,108,35.0193199519344,0.781868385753563,239
1059.81665039062,38,14,1297,8,59,20,6,105,34.3755699529647,0.779785052423563,365
1289.57104492188,39,14,1439,14,60,19,5,107,34.4255699528847,0.779785052423563,248
1217.86889648438,42,14,1482,15,58,21,5,96,34.4734866194746,0.779785052423563,270
1217.86889648438,42,14,1482,15,58,21,5,96,34.4755699528046,0.779785052423563,273
1572.33618164062,46,15,1691,26,57,22,4,83,34.5651532859946,0.779785052423563,338
1739.62243652344,49,14,1644,24,57,21,5,90,34.6005699526046,0.779785052423563,356
1427.80212402344,47,14,1656,17,58,21,2,105,34.6359866192146,0.779785052423563,224
1387.0537109375,47,14,1639,18,58,20,5,105,34.6443199525346,0.779785052423563,202
1294.56091308594,47,14,1640,20,58,21,4,104,34.6693199524946,0.779785052423563,295
1398.78894042969,47,14,1687,19,59,20,4,110,34.7797366189845,0.779785052423563,228
1484.83911132812,46,14,1711,16,58,20,3,113,34.7880699523045,0.779785052423563,260
1419.44873046875,48,14,1675,19,59,20,5,106,34.7943199522945,0.779785052423563,255
1419.44873046875,48,14,1675,19,59,20,5,106,34.7964032856245,0.779785052423563,265
1294.19287109375,47,14,1647,21,60,20,6,103,34.8026532856145,0.779785052423563,291
1491.49853515625,47,14,1710,17,60,19,4,100,34.8901532854744,0.779785052423563,245
1179.83740234375,48,14,1675,21,60,20,4,106,34.9193199520944,0.779785052423563,298
1203.61315917969,47,14,1706,17,59,20,3,106,34.9401532853944,0.779785052423563,256
1133.28601074219,38,14,1357,9,60,17,4,103,34.3922366196047,0.777701719093563,315
1297.29577636719,40,14,1419,12,60,19,2,108,34.4109866195747,0.777701719093563,299
1297.29577636719,40,14,1419,12,60,19,2,108,34.4151532862347,0.777701719093563,271
1292.33020019531,40,14,1468,16,61,19,1,108,34.4276532862147,0.777701719093563,238
1248.42077636719,45,15,1627,17,58,21,5,98,34.5109866194146,0.777701719093563,291
1395.39990234375,48,15,1587,15,58,22,3,99,34.6109866192546,0.777701719093563,318
1427.80212402344,47,14,1656,17,58,21,2,105,34.6359866192146,0.777701719093563,217
1387.0537109375,47,14,1639,18,58,20,5,105,34.6464032858646,0.777701719093563,212
1294.56091308594,47,14,1640,20,58,21,4,104,34.6714032858246,0.777701719093563,271
1343.74719238281,47,15,1676,19,58,21,3,103,34.6943199524545,0.777701719093563,224
1442.0078125,45,15,1679,20,57,22,4,107,34.7089032857645,0.777701719093563,293
1243.42846679688,48,14,1685,15,60,19,4,102,34.8672366188445,0.777701719093563,240
1181.23022460938,46,14,1688,22,60,20,4,106,34.9464032853844,0.777701719093563,269
1146.70922851562,45,14,1718,13,58,19,4,101,34.9859866186544,0.777701719093563,284
1161.47888183594,45,14,1736,15,59,19,5,97,34.9964032853044,0.777701719093563,271
1210.74133300781,37,14,1400,11,60,16,4,102,34.4005699529247,0.775618385763563,268
1274.58813476562,37,14,1419,12,60,19,5,107,34.4109866195747,0.775618385763563,297
1165.79931640625,41,14,1447,14,59,22,3,98,34.4734866194746,0.775618385763563,308
1312.2509765625,46,14,1589,19,56,21,4,90,34.5276532860546,0.775618385763563,353
1837.58020019531,48,15,1859,37,58,21,33,74,34.5776532859746,0.775618385763563,456
1491.95617675781,49,14,1585,14,57,21,4,101,34.6130699525846,0.775618385763563,331
1305.63317871094,45,15,1623,20,57,21,3,97,34.6859866191345,0.775618385763563,249
1317.25573730469,46,15,1657,19,59,21,3,112,34.7630699523445,0.775618385763563,297
1317.25573730469,46,15,1657,19,59,21,3,112,34.7672366190045,0.775618385763563,295
1348.42919921875,47,14,1632,19,58,20,1,105,34.8026532856145,0.775618385763563,285
1313.50964355469,45,14,1694,16,59,19,3,105,34.8318199522345,0.775618385763563,215
1290.31311035156,45,14,1656,14,59,19,4,104,34.8401532855545,0.775618385763563,256
1480.40393066406,48,14,1726,18,60,19,4,99,34.8797366188245,0.775618385763563,239
1231.32495117188,42,14,1788,22,57,19,6,97,35.0172366186044,0.775618385763563,244
1268.36926269531,44,14,1804,18,58,18,6,98,35.0318199519144,0.775618385763563,248
1242.2236328125,46,14,1769,21,58,19,6,105,35.0505699518844,0.775618385763563,255
1165.79931640625,41,14,1447,14,59,22,3,98,34.4714032861446,0.773535052433563,300
1144.18017578125,43,14,1457,14,59,22,3,94,34.4839032861246,0.773535052433563,327
1166.89489746094,46,14,1499,13,58,22,6,94,34.4859866194546,0.773535052433563,336
1217.7763671875,44,14,1579,14,58,20,9,95,34.5047366194246,0.773535052433563,288
1312.2509765625,46,14,1589,19,56,21,4,90,34.5297366193846,0.773535052433563,320
1534.98352050781,47,15,1663,22,57,21,4,86,34.5672366193246,0.773535052433563,337
1666.46655273438,48,15,1713,36,57,22,13,83,34.5755699526446,0.773535052433563,462
1370.76672363281,48,14,1589,14,57,21,5,105,34.6276532858946,0.773535052433563,222
1370.76672363281,48,14,1589,14,57,21,5,105,34.6339032858846,0.773535052433563,223
1288.26013183594,45,15,1580,15,59,20,2,101,34.6526532858546,0.773535052433563,240
1303.00158691406,46,15,1638,17,58,21,3,104,34.6714032858246,0.773535052433563,239
1332.5576171875,47,14,1662,20,58,20,2,109,34.6818199524745,0.773535052433563,239
1421.30200195312,45,15,1652,21,59,22,3,107,34.7464032857045,0.773535052433563,290
1261.09191894531,46,14,1651,22,60,20,5,103,34.8151532855945,0.773535052433563,244
1290.31311035156,45,14,1656,14,59,19,4,104,34.8359866188945,0.773535052433563,227
1217.56030273438,47,14,1656,16,59,19,4,104,34.8464032855445,0.773535052433563,241
1218.98608398438,47,14,1669,15,58,19,4,103,34.8609866188545,0.773535052433563,245
1562.21655273438,48,14,1740,17,58,19,3,102,34.8880699521444,0.773535052433563,262
1147.82434082031,45,14,1738,14,57,19,4,99,35.0005699519644,0.773535052433563,269
1195.21447753906,44,14,1774,18,58,19,7,96,35.0047366186244,0.773535052433563,269
1294.79479980469,40,14,1449,14,60,19,6,103,34.4318199528747,0.771451719103563,278
1320.3603515625,39,14,1463,13,60,19,5,103,34.4401532861947,0.771451719103563,261
1522.85302734375,48,15,1654,22,57,21,2,94,34.5526532860146,0.771451719103563,283
1805.26306152344,49,14,1659,23,57,21,8,88,34.5984866192746,0.771451719103563,335
1391.205078125,48,14,1575,13,58,21,5,100,34.6234866192346,0.771451719103563,293
1303.00158691406,46,15,1638,17,58,21,3,104,34.6734866191546,0.771451719103563,230
1299.87072753906,46,15,1659,18,57,21,6,103,34.6984866191145,0.771451719103563,230
1553.02783203125,45,15,1688,20,58,20,3,113,34.7214032857445,0.771451719103563,298
1379.20727539062,46,15,1672,21,60,22,3,109,34.7589032856845,0.771451719103563,292
1406.24865722656,47,14,1694,19,59,20,4,111,34.7839032856445,0.771451719103563,201
1482.66857910156,48,14,1662,21,58,20,4,107,34.7943199522945,0.771451719103563,235
1290.31311035156,45,14,1656,14,59,19,4,104,34.8422366188845,0.771451719103563,254
1217.56030273438,47,14,1656,16,59,19,4,104,34.8443199522145,0.771451719103563,245
1174.40283203125,46,14,1728,16,59,19,2,107,34.9734866186744,0.771451719103563,283
1242.2236328125,46,14,1769,21,58,19,6,105,35.0443199518944,0.771451719103563,264
1123.27124023438,38,14,1349,9,60,17,5,102,34.3880699529447,0.769368385773563,337
1166.89489746094,46,14,1499,13,58,22,6,94,34.4859866194546,0.769368385773563,344
1522.85302734375,48,15,1654,22,57,21,2,94,34.5568199526746,0.769368385773563,364
1837.58020019531,48,15,1859,37,58,21,33,74,34.5776532859746,0.769368385773563,407
1647.306640625,49,14,1616,16,58,21,4,96,34.6089032859246,0.769368385773563,314
1370.76672363281,48,14,1589,14,57,21,5,105,34.6297366192246,0.769368385773563,260
1525.68627929688,47,15,1671,19,58,20,5,109,34.7297366190645,0.769368385773563,292
1525.68627929688,47,15,1671,19,58,20,5,109,34.7339032857245,0.769368385773563,291
1406.24865722656,47,14,1694,19,59,20,4,111,34.7839032856445,0.769368385773563,207
1516.64855957031,45,14,1704,14,58,19,4,115,34.7859866189745,0.769368385773563,197
1185.361328125,47,14,1652,15,58,19,5,104,34.8547366188645,0.769368385773563,224
1262.67016601562,47,14,1655,22,61,20,4,104,34.9214032854244,0.769368385773563,288
1196.14294433594,46,14,1663,18,59,20,5,105,34.9297366187444,0.769368385773563,344
1196.14294433594,46,14,1663,18,59,20,5,105,34.9318199520744,0.769368385773563,303
1147.9580078125,45,14,1697,17,59,20,0,108,34.9526532853744,0.769368385773563,267
1163.32580566406,46,14,1707,14,58,20,4,107,34.9630699520244,0.769368385773563,275
1195.21447753906,44,14,1774,18,58,19,7,96,35.0047366186244,0.769368385773563,282
1268.36926269531,44,14,1804,18,58,18,6,98,35.0339032852444,0.769368385773563,253
1187.17443847656,45,14,1796,16,58,20,3,106,35.0589032852044,0.769368385773563,281
1332.82299804688,41,14,1468,16,60,18,5,106,34.4484866195147,0.767285052443563,276
1154.69140625,41,14,1452,12,59,21,6,101,34.4693199528147,0.767285052443563,295
1178.66235351562,44,14,1561,15,58,21,7,99,34.4964032861046,0.767285052443563,305
1283.95007324219,43,14,1635,20,56,21,8,91,34.5234866193946,0.767285052443563,285
1640.40905761719,45,15,1728,21,56,21,16,90,34.5380699527046,0.767285052443563,295
1596.83093261719,48,15,1649,23,57,21,4,89,34.5714032859846,0.767285052443563,334
1717.80297851562,48,15,1677,28,58,21,10,85,34.5776532859746,0.767285052443563,390
1348.017578125,46,15,1608,15,58,20,5,106,34.6464032858646,0.767285052443563,210
1541.10546875,46,15,1660,20,59,22,4,111,34.7401532857145,0.767285052443563,285
1236.68908691406,48,14,1630,17,59,20,5,104,34.8255699522445,0.767285052443563,249
1221.34606933594,46,14,1655,17,59,20,6,103,34.8401532855545,0.767285052443563,231
1175.49584960938,47,14,1645,15,60,20,3,106,34.8443199522145,0.767285052443563,262
1176.63684082031,48,14,1674,15,60,19,4,104,34.8568199521945,0.767285052443563,211
1590.24047851562,48,14,1747,18,58,19,6,101,34.8859866188144,0.767285052443563,243
1133.80810546875,45,14,1652,21,61,20,3,106,34.9359866187344,0.767285052443563,297
1088.40759277344,46,14,1699,18,58,20,3,101,34.9880699519844,0.767285052443563,273
1154.78344726562,46,14,1744,21,60,20,3,104,35.0464032852244,0.767285052443563,277
1124.94458007812,45,14,1746,16,57,20,7,103,35.0568199518744,0.767285052443563,296
1332.82299804688,41,14,1468,16,60,18,5,106,34.4464032861847,0.765201719113563,276
1150.4140625,42,14,1489,14,58,21,4,101,34.4839032861246,0.765201719113563,285
1472.67407226562,44,14,1674,23,55,21,11,89,34.5276532860546,0.765201719113563,242
1670.33239746094,46,14,1692,19,56,21,5,96,34.5443199526946,0.765201719113563,231
1413.31115722656,48,14,1561,14,57,21,3,99,34.6276532858946,0.765201719113563,290
1421.9384765625,46,14,1679,20,58,20,5,107,34.7109866190945,0.765201719113563,206
1404.27221679688,47,14,1651,18,58,20,6,105,34.8047366189445,0.765201719113563,236
1236.68908691406,48,14,1630,17,59,20,5,104,34.8193199522545,0.765201719113563,280
1244.88354492188,46,14,1680,14,59,20,4,103,34.8297366189045,0.765201719113563,215
1244.88354492188,46,14,1680,14,59,20,4,103,34.8318199522345,0.765201719113563,218
1225.19677734375,46,14,1704,16,60,19,3,103,34.8630699521845,0.765201719113563,217
1541.01245117188,47,14,1707,21,59,20,5,100,34.9047366187844,0.765201719113563,241
1133.80810546875,45,14,1652,21,61,20,3,106,34.9359866187344,0.765201719113563,319
1110.62438964844,46,14,1678,22,60,20,3,106,34.9568199520344,0.765201719113563,289
1124.12768554688,45,14,1708,16,58,20,5,102,34.9755699520044,0.765201719113563,282
1141.70080566406,43,14,1732,15,58,19,10,96,35.0234866185944,0.765201719113563,272
1141.70080566406,43,14,1732,15,58,19,10,96,35.0255699519244,0.765201719113563,276
1124.94458007812,45,14,1746,16,57,20,7,103,35.0526532852144,0.765201719113563,289
1177.48510742188,36,14,1387,11,60,16,6,99,34.3964032862647,0.763118385783563,264
1201.98083496094,42,14,1446,12,58,19,2,98,34.4609866194947,0.763118385783563,279
1201.98083496094,42,14,1446,12,58,19,2,98,34.4651532861547,0.763118385783563,313
1154.69140625,41,14,1452,12,59,21,6,101,34.4714032861446,0.763118385783563,283
1472.67407226562,44,14,1674,23,55,21,11,89,34.5339032860446,0.763118385783563,237
1670.33239746094,46,14,1692,19,56,21,5,96,34.5443199526946,0.763118385783563,195
1714.41735839844,50,14,1632,16,57,20,4,99,34.6047366192646,0.763118385783563,292
1268.04235839844,45,15,1618,17,56,22,3,100,34.6943199524545,0.763118385783563,217
1284.73022460938,44,15,1636,20,59,22,5,108,34.7734866189945,0.763118385783563,232
1385.20520019531,46,15,1663,21,59,21,5,109,34.7797366189845,0.763118385783563,203
1404.27221679688,47,14,1651,18,58,20,6,105,34.8068199522745,0.763118385783563,248
1331.91418457031,47,14,1713,16,59,19,4,104,34.8714032855045,0.763118385783563,255
1133.80810546875,45,14,1652,21,61,20,3,106,34.9359866187344,0.763118385783563,330
1121.68432617188,46,14,1689,16,59,20,5,104,34.9630699520244,0.763118385783563,282
1124.12768554688,45,14,1708,16,58,20,5,102,34.9755699520044,0.763118385783563,284
1155.11840820312,44,14,1740,18,58,19,5,97,35.0339032852444,0.763118385783563,275
1154.78344726562,46,14,1744,21,60,20,3,104,35.0464032852244,0.763118385783563,293
1332.82299804688,41,14,1468,16,60,18,5,106,34.4484866195147,0.761035052453563,266
1640.40905761719,45,15,1728,21,56,21,16,90,34.5422366193646,0.761035052453563,187
1670.33239746094,46,14,1692,19,56,21,5,96,34.5484866193546,0.761035052453563,200
1551.42517089844,48,14,1643,22,57,21,4,89,34.5609866193346,0.761035052453563,311
1808.19665527344,48,15,1761,34,57,21,27,83,34.5859866192946,0.761035052453563,368
1808.19665527344,48,15,1761,34,57,21,27,83,34.5880699526246,0.761035052453563,373
1605.39599609375,49,14,1620,15,57,20,4,106,34.6151532859146,0.761035052453563,234
1413.31115722656,48,14,1561,14,57,21,3,99,34.6276532858946,0.761035052453563,239
1320.25219726562,46,14,1663,17,58,21,5,102,34.7089032857645,0.761035052453563,209
1421.9384765625,46,14,1679,20,58,20,5,107,34.7151532857545,0.761035052453563,217
1404.27221679688,47,14,1651,18,58,20,6,105,34.8068199522745,0.761035052453563,212
1175.49584960938,47,14,1645,15,60,20,3,106,34.8505699522045,0.761035052453563,246
1590.24047851562,48,14,1747,18,58,19,6,101,34.8880699521444,0.761035052453563,238
1133.80810546875,45,14,1652,21,61,20,3,106,34.9359866187344,0.761035052453563,330
1133.80810546875,45,14,1652,21,61,20,3,106,34.9401532853944,0.761035052453563,302
1113.78100585938,45,14,1719,16,58,19,5,98,34.9943199519744,0.761035052453563,280
1151.94616699219,43,14,1757,14,58,19,4,95,35.0109866186144,0.761035052453563,272
1141.70080566406,43,14,1732,15,58,19,10,96,35.0234866185944,0.761035052453563,258
1228.69360351562,40,14,1424,12,59,19,7,97,34.4547366195047,0.758951719123563,290
1174.61462402344,41,14,1523,17,58,20,10,99,34.4859866194546,0.758951719123563,281
1196.06225585938,43,14,1494,13,59,21,5,93,34.4984866194346,0.758951719123563,261
1722.04272460938,44,14,1667,16,57,21,6,94,34.5484866193546,0.758951719123563,195
1618.69836425781,48,15,1618,20,55,20,3,92,34.5630699526646,0.758951719123563,337
1639.26733398438,49,14,1621,19,57,21,3,92,34.5818199526346,0.758951719123563,322
1703.0810546875,50,14,1640,16,57,19,3,103,34.6068199525946,0.758951719123563,230
1220.46496582031,46,15,1565,15,59,21,6,103,34.6630699525046,0.758951719123563,250
1228.91796875,45,15,1604,15,57,22,5,98,34.6943199524545,0.758951719123563,241
1382.04724121094,45,14,1661,19,57,20,6,104,34.7214032857445,0.758951719123563,299
1275.61853027344,45,14,1622,17,59,22,2,105,34.7714032856645,0.758951719123563,232
1435.46044921875,49,14,1683,19,58,20,4,109,34.7922366189645,0.758951719123563,200
1219.13012695312,47,14,1619,15,59,21,4,106,34.8234866189145,0.758951719123563,244
1550.64428710938,46,14,1726,17,60,19,11,101,34.9130699521044,0.758951719123563,246
1068.40698242188,44,14,1729,19,58,20,6,98,35.0276532852544,0.758951719123563,262
1156.2734375,41,14,1483,13,59,20,5,102,34.4755699528046,0.756868385793563,234
1752.091796875,44,15,1707,21,56,20,9,91,34.5401532860346,0.756868385793563,189
1691.89331054688,49,14,1648,24,57,20,10,91,34.5880699526246,0.756868385793563,306
1703.0810546875,50,14,1640,16,57,19,3,103,34.6026532859346,0.756868385793563,258
1249.34924316406,44,14,1644,17,58,20,6,100,34.7047366191045,0.756868385793563,199
1468.38525390625,47,15,1655,20,59,21,5,112,34.7547366190245,0.756868385793563,288
1226.28234863281,47,14,1681,16,60,19,4,104,34.8630699521845,0.756868385793563,236
1119.25891113281,46,14,1640,22,62,20,4,107,34.9380699520644,0.756868385793563,336
1083.658203125,46,14,1653,20,60,20,6,104,34.9630699520244,0.756868385793563,297
1087.1591796875,46,14,1665,21,60,20,6,102,34.9714032853444,0.756868385793563,295
1061.81811523438,45,14,1669,20,59,20,4,102,34.9922366186444,0.756868385793563,313
1337.8955078125,41,14,1464,14,61,19,1,106,34.4359866195347,0.754785052463563,290
1156.2734375,41,14,1483,13,59,20,5,102,34.4755699528046,0.754785052463563,234
1219.60571289062,41,14,1519,14,57,21,7,92,34.5047366194246,0.754785052463563,241
1274.23229980469,42,14,1542,17,56,22,3,91,34.5130699527446,0.754785052463563,276
1752.091796875,44,15,1707,21,56,20,9,91,34.5359866193746,0.754785052463563,228
1639.26733398438,49,14,1621,19,57,21,3,92,34.5839032859646,0.754785052463563,291
1716.79870605469,51,14,1642,19,57,19,6,95,34.6005699526046,0.754785052463563,259
1660.83166503906,48,14,1626,17,58,20,2,108,34.6109866192546,0.754785052463563,204
1660.83166503906,48,14,1626,17,58,20,2,108,34.6130699525846,0.754785052463563,207
1382.04724121094,45,14,1661,19,57,20,6,104,34.7234866190745,0.754785052463563,237
1468.38525390625,47,15,1655,20,59,21,5,112,34.7568199523545,0.754785052463563,215
1331.74145507812,46,14,1625,18,59,21,3,104,34.7609866190145,0.754785052463563,245
1076.47094726562,46,14,1646,23,60,20,3,107,34.9547366187044,0.754785052463563,322
1073.83166503906,45,14,1652,19,58,20,3,102,34.9818199519944,0.754785052463563,314
1072.30786132812,44,14,1693,15,58,20,6,98,35.0109866186144,0.754785052463563,299
1172.93774414062,42,14,1436,14,59,19,5,101,34.4630699528247,0.752701719133563,269
1160.39428710938,39,14,1528,15,59,20,5,103,34.4797366194646,0.752701719133563,233
1174.61462402344,41,14,1523,17,58,20,10,99,34.4901532861146,0.752701719133563,347
1249.34924316406,44,14,1644,17,58,20,6,100,34.7068199524345,0.752701719133563,189
1575.36975097656,46,14,1685,21,59,22,2,114,34.7422366190445,0.752701719133563,338
1342.49816894531,48,14,1663,22,59,20,4,109,34.7776532856545,0.752701719133563,218
