"annual_precip","clay","occ","ph20","tree_cover","X","Y","k"
2045.57373046875,34,57,53,60,36.7797133157442,-0.87855273313374,366
2028.23840332031,35,52,52,54,36.7859632622658,-0.87855273313374,392
2008.41369628906,37,47,51,76,36.7984631553088,-0.87855273313374,789
1973.69287109375,42,42,54,68,36.8109630483519,-0.87855273313374,819
1973.69287109375,42,42,54,68,36.8172129948734,-0.87855273313374,806
1956.9365234375,43,42,52,19,36.8213796258878,-0.87855273313374,815
1956.9365234375,43,42,52,19,36.823462941395,-0.87855273313374,791
1939.70336914062,47,52,51,32,36.8297128879165,-0.87855273313374,792
1965.451171875,38,41,60,34,36.6109647596628,-0.880636087170215,640
1965.451171875,38,41,60,34,36.6151313906771,-0.880636087170215,656
2053.26733398438,32,50,57,66,36.6359645457489,-0.880636087170215,530
2091.60131835938,32,57,57,78,36.648464438792,-0.880636087170215,458
2107.54467773438,31,40,50,85,36.7213804815432,-0.880636087170215,274
2110.57739257812,31,43,50,69,36.7317970590791,-0.880636087170215,271
2087.47241210938,31,51,52,80,36.7567968451653,-0.880636087170215,331
2072.75415039062,32,54,54,50,36.7609634761796,-0.880636087170215,320
2072.75415039062,32,54,54,50,36.7630467916868,-0.880636087170215,315
2058.81396484375,32,48,55,44,36.7755466847299,-0.880636087170215,329
2045.57373046875,34,57,53,60,36.7797133157442,-0.880636087170215,364
2028.23840332031,35,52,52,54,36.7880465777729,-0.880636087170215,375
2028.23840332031,35,52,52,54,36.7901298932801,-0.880636087170215,680
1990.80981445312,40,41,51,40,36.8067964173375,-0.880636087170215,767
1944.57678222656,36,40,63,11,36.6234646527058,-0.882719441206689,556
2104.8525390625,31,48,57,59,36.6588810163279,-0.882719441206689,318
