"annual_precip","land_cover","land_elevation","occ","ph20","sand","silt","tree_cover","X","Y","mg"
748.438171386719,10,1628,8,62,38,22,13,36.1797184491988,0.175624409937888,732
679.407897949219,10,1775,13,63,32,26,4,36.2588844385037,0.175624409937888,972
700.090148925781,10,1934,14,62,33,25,4,36.2609677540117,0.175624409937888,883
829.425476074219,10,1649,9,64,39,21,9,36.1651352406426,0.173541055900621,857
800.278747558594,10,1666,9,63,39,22,10,36.1755518181828,0.173541055900621,635
665.597473144531,10,1703,8,62,35,25,5,36.2401345989315,0.173541055900621,963
742.691528320312,40,1731,9,62,39,22,15,36.196384973263,0.171457701863354,709
784.795776367188,40,1735,8,62,40,22,9,36.2068015508031,0.171457701863354,572
665.597473144531,10,1703,8,62,35,25,5,36.2359679679155,0.171457701863354,842
829.425476074219,10,1649,9,64,39,21,9,36.1609686096266,0.169374347826087,746
829.425476074219,10,1649,9,64,39,21,9,36.1630519251346,0.169374347826087,776
724.019653320312,10,1631,8,62,38,22,7,36.1859683957229,0.169374347826087,643
742.691528320312,40,1731,9,62,39,22,15,36.200551604279,0.169374347826087,618
784.795776367188,40,1735,8,62,40,22,9,36.2068015508031,0.169374347826087,597
823.475341796875,40,1768,8,63,40,22,18,36.2130514973272,0.169374347826087,555
823.475341796875,40,1768,8,63,40,22,18,36.2172181283432,0.169374347826087,550
663.419067382812,10,1727,8,60,34,26,3,36.2443012299476,0.169374347826087,770
679.407897949219,10,1775,13,63,32,26,4,36.2526344919796,0.169374347826087,801
679.407897949219,10,1775,13,63,32,26,4,36.2588844385037,0.169374347826087,744
764.574584960938,120,1612,10,64,37,23,8,36.1505520320865,0.16729099378882,899
745.297790527344,10,1614,7,63,40,22,1,36.1693018716587,0.16729099378882,664
745.297790527344,10,1614,7,63,40,22,1,36.1713851871667,0.16729099378882,657
745.297790527344,10,1614,7,63,40,22,1,36.1734685026747,0.16729099378882,637
722.224609375,10,1621,7,62,38,23,8,36.1818017647068,0.16729099378882,670
747.6181640625,40,1716,7,65,39,22,10,36.200551604279,0.16729099378882,598
797.181579589844,10,1746,8,64,40,22,10,36.2068015508031,0.16729099378882,629
656.551635742188,10,1721,7,62,35,25,3,36.2463845454556,0.16729099378882,740
764.574584960938,120,1612,10,64,37,23,8,36.1505520320865,0.165207639751553,873
781.00390625,10,1611,8,67,37,23,7,36.1526353475945,0.165207639751553,831
775.004028320312,10,1645,7,63,38,23,6,36.1672185561507,0.165207639751553,682
670.629272460938,10,1772,9,63,33,26,4,36.2547178074877,0.165207639751553,949
688.036743164062,10,1839,15,61,33,25,13,36.2672177005358,0.165207639751553,880
745.297790527344,10,1614,7,63,40,22,1,36.1734685026747,0.163124285714285,702
747.6181640625,40,1716,7,65,39,22,10,36.198468288771,0.163124285714285,635
747.6181640625,40,1716,7,65,39,22,10,36.200551604279,0.163124285714285,624
850.134826660156,10,1775,7,65,38,23,13,36.2109681818192,0.163124285714285,648
828.244750976562,10,1763,10,62,38,23,23,36.2255513903753,0.163124285714285,628
729.690795898438,10,1685,12,61,35,24,11,36.2276347058834,0.163124285714285,659
729.690795898438,10,1685,12,61,35,24,11,36.2297180213914,0.163124285714285,678
670.629272460938,10,1772,9,63,33,26,4,36.2568011229957,0.163124285714285,985
764.574584960938,120,1612,10,64,37,23,8,36.1505520320865,0.161040931677018,807
781.00390625,10,1611,8,67,37,23,7,36.1588852941186,0.161040931677018,695
775.004028320312,10,1645,7,63,38,23,6,36.1609686096266,0.161040931677018,670
722.224609375,10,1621,7,62,38,23,8,36.1776351336908,0.161040931677018,739
797.181579589844,10,1746,8,64,40,22,10,36.2047182352951,0.161040931677018,694
828.244750976562,10,1763,10,62,38,23,23,36.2255513903753,0.161040931677018,645
664.502258300781,10,1694,9,61,34,25,3,36.2359679679155,0.161040931677018,696
670.629272460938,10,1772,9,63,33,26,4,36.2526344919796,0.161040931677018,966
719.901977539062,10,1599,9,65,41,22,0,36.1755518181828,0.158957577639751,789
712.479309082031,10,1627,6,69,40,22,1,36.1797184491988,0.158957577639751,697
855.992309570312,10,1786,9,66,37,23,8,36.2151348128352,0.158957577639751,625
840.005493164062,10,1710,11,64,36,24,4,36.2255513903753,0.158957577639751,658
669.881958007812,20,1695,9,59,34,26,1,36.2380512834235,0.158957577639751,743
654.459350585938,10,1714,9,60,34,26,1,36.2463845454556,0.158957577639751,770
663.984008789062,10,1754,7,64,33,26,5,36.2526344919796,0.158957577639751,863
663.984008789062,10,1754,7,64,33,26,5,36.2568011229957,0.158957577639751,923
762.135009765625,10,1592,8,64,37,23,18,36.1443020855624,0.156874223602484,791
712.479309082031,10,1627,6,69,40,22,1,36.1776351336908,0.156874223602484,702
742.923645019531,10,1692,11,62,34,25,8,36.2297180213914,0.156874223602484,715
669.881958007812,20,1695,9,59,34,26,1,36.2401345989315,0.156874223602484,777
654.459350585938,10,1714,9,60,34,26,1,36.2505511764716,0.156874223602484,813
762.135009765625,10,1592,8,64,37,23,18,36.1463854010704,0.154790869565217,904
719.901977539062,10,1599,9,65,41,22,0,36.1693018716587,0.154790869565217,663
719.901977539062,10,1599,9,65,41,22,0,36.1734685026747,0.154790869565217,708
724.085754394531,10,1697,7,66,39,22,1,36.1859683957229,0.154790869565217,647
743.633422851562,10,1720,7,63,37,23,9,36.198468288771,0.154790869565217,693
855.992309570312,10,1786,9,66,37,23,8,36.2130514973272,0.154790869565217,665
663.984008789062,10,1754,7,64,33,26,5,36.2526344919796,0.154790869565217,701
663.984008789062,10,1754,7,64,33,26,5,36.2547178074877,0.154790869565217,696
678.700134277344,10,1802,9,64,34,25,2,36.2672177005358,0.154790869565217,847
762.135009765625,10,1592,8,64,37,23,18,36.1505520320865,0.15270751552795,662
719.901977539062,10,1599,9,65,41,22,0,36.1693018716587,0.15270751552795,675
743.633422851562,10,1720,7,63,37,23,9,36.198468288771,0.15270751552795,746
795.1689453125,10,1721,8,67,38,23,10,36.2068015508031,0.15270751552795,663
795.1689453125,10,1721,8,67,38,23,10,36.2088848663111,0.15270751552795,622
663.984008789062,10,1754,7,64,33,26,5,36.2526344919796,0.15270751552795,698
663.984008789062,10,1754,7,64,33,26,5,36.2547178074877,0.15270751552795,700
711.312072753906,10,1590,7,68,40,22,0,36.1693018716587,0.150624161490683,670
711.312072753906,10,1590,7,68,40,22,0,36.1713851871667,0.150624161490683,678
718.974792480469,10,1663,8,65,38,22,1,36.1901350267389,0.150624161490683,865
735.668029785156,10,1691,8,64,36,23,10,36.194301657755,0.150624161490683,852
787.566040039062,10,1764,8,66,36,23,17,36.2047182352951,0.150624161490683,633
851.305053710938,10,1828,13,65,35,23,12,36.2130514973272,0.150624161490683,669
851.305053710938,10,1828,13,65,35,23,12,36.2151348128352,0.150624161490683,657
774.510864257812,40,1598,7,68,38,23,5,36.1588852941186,0.148540807453416,940
851.305053710938,10,1828,13,65,35,23,12,36.2130514973272,0.148540807453416,733
781.17041015625,40,1594,7,65,38,23,14,36.1443020855624,0.146457453416149,969
774.510864257812,40,1598,7,68,38,23,5,36.1568019786105,0.146457453416149,740
740.734069824219,10,1616,8,67,38,23,10,36.1630519251346,0.146457453416149,670
735.668029785156,10,1691,8,64,36,23,10,36.198468288771,0.146457453416149,698
787.566040039062,10,1764,8,66,36,23,17,36.2026349197871,0.146457453416149,687
843.5810546875,10,1732,10,67,35,23,8,36.2234680748673,0.146457453416149,680
757.696899414062,10,1710,12,67,34,24,4,36.2338846524074,0.146457453416149,767
681.170837402344,10,1702,9,62,33,26,3,36.2380512834235,0.146457453416149,777
671.631530761719,10,1792,9,63,35,25,1,36.2609677540117,0.146457453416149,707
781.17041015625,40,1594,7,65,38,23,14,36.1443020855624,0.144374099378882,956
774.510864257812,40,1598,7,68,38,23,5,36.1588852941186,0.144374099378882,883
740.734069824219,10,1616,8,67,38,23,10,36.1651352406426,0.144374099378882,708
735.668029785156,10,1691,8,64,36,23,10,36.200551604279,0.144374099378882,686
851.305053710938,10,1828,13,65,35,23,12,36.2109681818192,0.144374099378882,641
851.305053710938,10,1828,13,65,35,23,12,36.2151348128352,0.144374099378882,751
657.587768554688,20,1711,11,60,33,27,9,36.2443012299476,0.144374099378882,761
657.587768554688,20,1711,11,60,33,27,9,36.2463845454556,0.144374099378882,724
657.587768554688,20,1711,11,60,33,27,9,36.2484678609636,0.144374099378882,709
671.631530761719,10,1792,9,63,35,25,1,36.2609677540117,0.144374099378882,715
685.68408203125,10,1857,19,62,34,25,4,36.2734676470599,0.144374099378882,780
685.68408203125,10,1857,19,62,34,25,4,36.2755509625679,0.144374099378882,845
794.437927246094,40,1639,7,65,38,23,11,36.1505520320865,0.142290745341615,798
701.30810546875,40,1652,7,66,41,23,6,36.1818017647068,0.142290745341615,671
763.700622558594,10,1741,11,67,33,24,12,36.2276347058834,0.142290745341615,632
763.700622558594,10,1741,11,67,33,24,12,36.2318013368994,0.142290745341615,727
666.091003417969,10,1781,7,63,35,25,0,36.2630510695198,0.142290745341615,676
675.420349121094,10,1831,11,64,36,25,1,36.2713843315519,0.142290745341615,718
779.356323242188,40,1559,6,65,36,24,2,36.1422187700544,0.140207391304348,1016
775.813171386719,40,1593,7,65,38,23,4,36.1588852941186,0.140207391304348,806
845.64453125,10,1788,10,67,35,23,8,36.2130514973272,0.140207391304348,641
845.64453125,10,1788,10,67,35,23,8,36.2172181283432,0.140207391304348,702
763.700622558594,10,1741,11,67,33,24,12,36.2318013368994,0.140207391304348,684
666.091003417969,10,1781,7,63,35,25,0,36.2609677540117,0.140207391304348,706
691.900024414062,10,1895,15,62,33,25,22,36.2776342780759,0.140207391304348,862
794.437927246094,40,1639,7,65,38,23,11,36.1463854010704,0.13812403726708,761
732.664794921875,10,1590,6,68,37,23,9,36.1630519251346,0.13812403726708,658
703.863464355469,10,1586,7,67,40,23,0,36.1693018716587,0.13812403726708,671
710.394775390625,10,1654,7,67,39,23,3,36.192218342247,0.13812403726708,673
728.54052734375,40,1694,8,66,36,23,6,36.196384973263,0.13812403726708,746
781.925170898438,10,1740,10,66,36,23,12,36.2026349197871,0.13812403726708,634
666.091003417969,10,1781,7,63,35,25,0,36.2630510695198,0.13812403726708,680
775.813171386719,40,1593,7,65,38,23,4,36.1526353475945,0.136040683229813,780
775.813171386719,40,1593,7,65,38,23,4,36.1568019786105,0.136040683229813,798
703.863464355469,10,1586,7,67,40,23,0,36.1734685026747,0.136040683229813,811
728.54052734375,40,1694,8,66,36,23,6,36.194301657755,0.136040683229813,763
845.64453125,10,1788,10,67,35,23,8,36.2172181283432,0.136040683229813,732
666.091003417969,10,1781,7,63,35,25,0,36.2609677540117,0.136040683229813,733
666.091003417969,10,1781,7,63,35,25,0,36.2651343850278,0.136040683229813,677
699.548095703125,10,1641,5,68,39,24,9,36.1901350267389,0.133957329192546,677
837.388610839844,10,1766,11,66,34,24,17,36.2193014438513,0.133957329192546,726
759.746459960938,10,1750,10,66,33,25,6,36.2297180213914,0.133957329192546,652
665.806762695312,10,1744,8,62,34,26,3,36.2568011229957,0.133957329192546,754
776.771423339844,40,1586,7,67,37,24,12,36.1463854010704,0.131873975155279,806
722.5888671875,40,1585,7,65,37,23,8,36.1609686096266,0.131873975155279,727
689.835327148438,11,1621,5,66,41,24,7,36.1818017647068,0.131873975155279,754
699.548095703125,10,1641,5,68,39,24,9,36.1859683957229,0.131873975155279,773
694.964050292969,10,1720,8,63,32,26,5,36.2380512834235,0.131873975155279,865
672.308166503906,10,1740,8,62,31,26,3,36.2443012299476,0.131873975155279,775
665.806762695312,10,1744,8,62,34,26,3,36.2526344919796,0.131873975155279,761
695.51416015625,40,1594,5,67,39,23,4,36.1693018716587,0.129790621118012,791
699.548095703125,10,1641,5,68,39,24,9,36.192218342247,0.129790621118012,953
837.388610839844,10,1766,11,66,34,24,17,36.2234680748673,0.129790621118012,715
694.964050292969,10,1720,8,63,32,26,5,36.2359679679155,0.129790621118012,858
672.308166503906,10,1740,8,62,31,26,3,36.2463845454556,0.129790621118012,802
667.304809570312,10,1806,9,64,36,25,3,36.2713843315519,0.129790621118012,746
756.887634277344,40,1596,7,64,38,24,13,36.1547186631025,0.127707267080745,759
695.51416015625,40,1594,5,67,39,23,4,36.1693018716587,0.127707267080745,871
694.964050292969,10,1720,8,63,32,26,5,36.2401345989315,0.127707267080745,778
672.308166503906,10,1740,8,62,31,26,3,36.2443012299476,0.127707267080745,812
667.304809570312,10,1806,9,64,36,25,3,36.2734676470599,0.127707267080745,732
743.624694824219,40,1573,7,68,41,24,5,36.1547186631025,0.125623913043478,820
717.199951171875,10,1593,7,65,36,24,9,36.1609686096266,0.125623913043478,862
684.283996582031,10,1591,6,68,40,24,10,36.1734685026747,0.125623913043478,818
681.50146484375,10,1754,8,61,31,26,6,36.2484678609636,0.125623913043478,767
674.534545898438,10,1761,8,63,33,25,2,36.2547178074877,0.125623913043478,759
748.161254882812,30,1552,6,66,40,24,1,36.1443020855624,0.123540559006211,736
684.283996582031,10,1591,6,68,40,24,10,36.1713851871667,0.123540559006211,902
787.6396484375,40,1775,11,65,38,23,15,36.2026349197871,0.123540559006211,858
850.395629882812,10,1848,13,66,36,23,10,36.2172181283432,0.123540559006211,745
824.533813476562,10,1794,11,64,33,24,9,36.2234680748673,0.123540559006211,638
674.534545898438,10,1761,8,63,33,25,2,36.2526344919796,0.123540559006211,761
674.534545898438,10,1761,8,63,33,25,2,36.2547178074877,0.123540559006211,757
666.030578613281,10,1775,9,61,34,26,9,36.2609677540117,0.123540559006211,766
666.030578613281,10,1775,9,61,34,26,9,36.2672177005358,0.123540559006211,776
751.650573730469,10,1599,6,63,37,24,9,36.1401354545464,0.121457204968944,795
748.161254882812,30,1552,6,66,40,24,1,36.1463854010704,0.121457204968944,784
748.161254882812,30,1552,6,66,40,24,1,36.1484687165784,0.121457204968944,794
748.161254882812,30,1552,6,66,40,24,1,36.1505520320865,0.121457204968944,832
743.624694824219,40,1573,7,68,41,24,5,36.1526353475945,0.121457204968944,872
717.199951171875,10,1593,7,65,36,24,9,36.1630519251346,0.121457204968944,995
684.283996582031,10,1591,6,68,40,24,10,36.1713851871667,0.121457204968944,840
684.283996582031,10,1591,6,68,40,24,10,36.1734685026747,0.121457204968944,781
719.867919921875,40,1670,7,68,37,24,7,36.194301657755,0.121457204968944,714
681.50146484375,10,1754,8,61,31,26,6,36.2484678609636,0.121457204968944,752
674.534545898438,10,1761,8,63,33,25,2,36.2588844385037,0.121457204968944,779
666.030578613281,10,1775,9,61,34,26,9,36.2630510695198,0.121457204968944,776
717.199951171875,10,1593,7,65,36,24,9,36.1630519251346,0.119373850931677,957
675.958129882812,11,1606,6,67,42,24,0,36.1776351336908,0.119373850931677,774
850.395629882812,10,1848,13,66,36,23,10,36.2151348128352,0.119373850931677,689
748.987487792969,10,1731,9,64,32,25,8,36.2297180213914,0.119373850931677,777
674.534545898438,10,1761,8,63,33,25,2,36.2526344919796,0.119373850931677,803
674.534545898438,10,1761,8,63,33,25,2,36.2588844385037,0.119373850931677,800
666.061889648438,20,1803,12,60,35,26,1,36.2693010160438,0.119373850931677,791
732.879516601562,40,1545,7,67,43,23,0,36.1505520320865,0.11729049689441,871
744.983642578125,40,1606,6,67,39,24,0,36.1547186631025,0.11729049689441,860
710.671081542969,10,1542,6,69,37,24,5,36.1651352406426,0.11729049689441,820
668.521789550781,10,1577,7,68,42,24,4,36.1734685026747,0.11729049689441,790
663.247680664062,10,1593,7,68,41,23,0,36.1818017647068,0.11729049689441,837
780.054077148438,10,1839,10,65,38,24,8,36.2068015508031,0.11729049689441,770
725.426147460938,10,1547,6,68,39,24,6,36.1422187700544,0.115207142857143,697
744.983642578125,40,1606,6,67,39,24,0,36.1526353475945,0.115207142857143,875
744.983642578125,40,1606,6,67,39,24,0,36.1547186631025,0.115207142857143,833
713.061157226562,40,1662,7,68,41,24,5,36.196384973263,0.115207142857143,1006
713.061157226562,40,1662,7,68,41,24,5,36.198468288771,0.115207142857143,1055
780.054077148438,10,1839,10,65,38,24,8,36.2068015508031,0.115207142857143,765
713.061157226562,40,1662,7,68,41,24,5,36.200551604279,0.113123788819875,1051
780.054077148438,10,1839,10,65,38,24,8,36.2026349197871,0.113123788819875,1027
780.054077148438,10,1839,10,65,38,24,8,36.2068015508031,0.113123788819875,782
802.637634277344,30,1774,8,67,34,24,3,36.2213847593593,0.113123788819875,715
674.197143554688,10,1807,12,63,34,25,9,36.2755509625679,0.113123788819875,829
744.983642578125,40,1606,6,67,39,24,0,36.1588852941186,0.111040434782608,903
668.521789550781,10,1577,7,68,42,24,4,36.1755518181828,0.111040434782608,861
833.823974609375,10,1793,9,66,35,23,5,36.2172181283432,0.111040434782608,762
802.637634277344,30,1774,8,67,34,24,3,36.2234680748673,0.111040434782608,727
700.146606445312,10,1751,8,63,31,25,5,36.2359679679155,0.111040434782608,838
700.146606445312,10,1751,8,63,31,25,5,36.2380512834235,0.111040434782608,865
683.510314941406,10,1792,9,61,34,25,2,36.2547178074877,0.111040434782608,756
683.510314941406,10,1792,9,61,34,25,2,36.2588844385037,0.111040434782608,806
687.388427734375,10,1848,13,63,34,24,0,36.2838842246,0.111040434782608,931
783.033325195312,10,1789,10,63,32,25,7,36.2234680748673,0.108957080745341,775
783.033325195312,10,1789,10,63,32,25,7,36.2255513903753,0.108957080745341,802
680.794128417969,10,1823,10,62,32,25,7,36.2630510695198,0.108957080745341,831
714.935424804688,10,1532,7,68,39,24,3,36.1380521390383,0.106873726708074,702
724.864196777344,40,1538,6,68,43,23,1,36.1484687165784,0.106873726708074,904
736.773742675781,40,1632,7,63,38,23,6,36.1547186631025,0.106873726708074,907
693.121765136719,10,1537,9,67,39,24,0,36.1609686096266,0.106873726708074,694
650.673400878906,10,1562,10,69,42,23,0,36.1734685026747,0.106873726708074,842
774.701171875,10,1870,8,64,37,23,8,36.2068015508031,0.106873726708074,705
730.484497070312,10,1771,10,64,31,26,11,36.2297180213914,0.106873726708074,792
685.349609375,10,1806,8,61,33,25,2,36.2526344919796,0.106873726708074,738
724.864196777344,40,1538,6,68,43,23,1,36.1484687165784,0.104790372670807,948
736.773742675781,40,1632,7,63,38,23,6,36.1588852941186,0.104790372670807,802
670.714294433594,30,1625,7,69,40,24,4,36.1880517112309,0.104790372670807,752
774.701171875,10,1870,8,64,37,23,8,36.2088848663111,0.104790372670807,727
730.484497070312,10,1771,10,64,31,26,11,36.2276347058834,0.104790372670807,796
703.182739257812,10,1768,8,64,31,26,4,36.2359679679155,0.104790372670807,792
703.182739257812,10,1768,8,64,31,26,4,36.2380512834235,0.104790372670807,866
685.349609375,10,1806,8,61,33,25,2,36.2568011229957,0.104790372670807,744
680.794128417969,10,1823,10,62,32,25,7,36.2630510695198,0.104790372670807,785
714.935424804688,10,1532,7,68,39,24,3,36.1401354545464,0.10270701863354,790
724.864196777344,40,1538,6,68,43,23,1,36.1463854010704,0.10270701863354,865
724.864196777344,40,1538,6,68,43,23,1,36.1505520320865,0.10270701863354,975
736.773742675781,40,1632,7,63,38,23,6,36.1526353475945,0.10270701863354,870
693.121765136719,10,1537,9,67,39,24,0,36.1651352406426,0.10270701863354,760
650.673400878906,10,1562,10,69,42,23,0,36.1693018716587,0.10270701863354,795
819.08447265625,10,1825,8,65,34,24,8,36.2130514973272,0.10270701863354,751
680.794128417969,10,1823,10,62,32,25,7,36.2630510695198,0.10270701863354,779
717.353271484375,10,1525,8,66,38,24,3,36.1422187700544,0.100623664596273,793
710.862548828125,40,1530,7,66,40,24,5,36.1505520320865,0.100623664596273,1010
641.943054199219,10,1594,8,65,38,24,16,36.1776351336908,0.100623664596273,870
773.659912109375,10,1824,11,64,36,23,6,36.2047182352951,0.100623664596273,696
803.104125976562,10,1885,9,66,34,24,10,36.2109681818192,0.100623664596273,807
761.833435058594,10,1780,9,62,33,25,4,36.2193014438513,0.100623664596273,653
761.833435058594,10,1780,9,62,33,25,4,36.2234680748673,0.100623664596273,831
690.431457519531,10,1798,7,64,32,25,2,36.2505511764716,0.100623664596273,752
714.4326171875,10,1993,24,58,33,25,25,36.2734676470599,0.100623664596273,852
746.561157226562,10,1534,5,68,39,24,0,36.1338855080223,0.098540310559006,1042
717.353271484375,10,1525,8,66,38,24,3,36.1380521390383,0.098540310559006,799
710.862548828125,40,1530,7,66,40,24,5,36.1463854010704,0.098540310559006,914
664.793518066406,10,1529,8,66,40,24,0,36.1630519251346,0.098540310559006,760
773.659912109375,10,1824,11,64,36,23,6,36.2047182352951,0.098540310559006,685
773.659912109375,10,1824,11,64,36,23,6,36.2068015508031,0.098540310559006,752
717.353271484375,10,1525,8,66,38,24,3,36.1359688235303,0.096456956521739,840
706.471801757812,10,1600,8,67,37,23,3,36.1588852941186,0.096456956521739,813
633.71533203125,10,1551,8,66,41,23,2,36.1693018716587,0.096456956521739,816
668.954956054688,10,1631,8,66,36,25,7,36.1901350267389,0.096456956521739,801
773.659912109375,10,1824,11,64,36,23,6,36.2088848663111,0.096456956521739,765
803.104125976562,10,1885,9,66,34,24,10,36.2109681818192,0.096456956521739,631
720.832885742188,10,1815,9,64,32,26,4,36.2318013368994,0.096456956521739,750
685.070922851562,10,1824,11,60,33,25,4,36.2547178074877,0.096456956521739,729
1219.33190917969,10,1583,7,70,31,22,2,35.9401371657761,0.094373602484472,864
717.353271484375,10,1525,8,66,38,24,3,36.1380521390383,0.094373602484472,831
