"annual_ppt","elevation","occ","ph20","slope","temp_annual_range","treecover","wetness_index","X","Y","k"
1145.07885742188,1380,10,58,3,17.6974277496338,15,99,34.4589032861646,0.738118385823563,203
1432.05871582031,1626,16,57,9,17.780834197998,18,91,34.4984866194346,0.738118385823563,185
1321.85388183594,1605,19,59,5,18.4862823486328,22,111,34.7964032856245,0.738118385823563,185
1334.12341308594,1705,22,61,4,18.706880569458,23,94,34.9734866186744,0.738118385823563,237
1334.12341308594,1705,22,61,4,18.706880569458,23,94,34.9755699520044,0.738118385823563,244
1262.23449707031,1683,16,60,4,18.6050682067871,10,103,34.8651532855145,0.736035052493563,216
1321.83581542969,1514,18,58,3,18.1447563171387,21,102,34.6484866191946,0.733951719163563,109
1586.49487304688,1572,16,57,3,18.0308494567871,25,105,34.6026532859346,0.731868385833563,117
1595.61511230469,1669,18,58,4,18.4416732788086,20,116,34.7651532856745,0.731868385833563,184
1340.509765625,1601,18,61,3,18.492712020874,25,109,34.8068199522745,0.731868385833563,220
1300.36926269531,1554,17,55,13,17.6957702636719,13,92,34.4859866194546,0.729785052503563,155
1076.71813964844,1737,17,59,3,18.7459812164307,11,102,35.0214032852644,0.727701719173563,333
1186.75805664062,1376,9,61,3,17.6488304138184,11,106,34.4422366195247,0.725618385843563,218
1752.31213378906,1599,14,58,4,18.0086669921875,9,102,34.5839032859646,0.725618385843563,139
1441.71508789062,1658,17,57,5,18.4053115844727,20,109,34.7484866190345,0.725618385843563,144
1164.65222167969,1640,14,60,4,18.5479793548584,16,109,34.8443199522145,0.725618385843563,213
1161.34948730469,1894,22,60,3,18.6241779327393,27,110,35.1443199517343,0.725618385843563,441
1545.44848632812,1549,16,58,2,18.1090087890625,18,114,34.6380699525446,0.723535052513563,127
1136.697265625,1508,16,58,4,18.1892433166504,20,106,34.6797366191445,0.723535052513563,116
1218.25622558594,1607,14,57,3,18.281810760498,23,109,34.7068199524345,0.721451719183563,130
1181.39318847656,1856,33,59,7,18.6496391296387,58,99,35.0526532852144,0.721451719183563,302
1284.62145996094,1884,23,61,2,18.6216678619385,13,107,35.0589032852044,0.721451719183563,326
1296.84497070312,1885,21,60,3,18.6252918243408,21,108,35.0734866185144,0.721451719183563,384
1264.13598632812,1627,15,58,4,18.3656234741211,19,108,34.7401532857145,0.719368385853563,179
1451.7646484375,1543,12,58,7,17.7508945465088,14,90,34.5130699527446,0.717285052523563,168
1183.52954101562,1507,16,57,4,18.1686534881592,32,110,34.6776532858145,0.717285052523563,118
1285.07690429688,1519,17,57,7,17.8494243621826,16,94,34.5609866193346,0.715201719193563,162
1391.29467773438,1680,13,59,3,18.6170349121094,9,99,34.8901532854744,0.715201719193563,228
1309.4521484375,1497,14,58,2,17.6925354003906,16,96,34.4964032861046,0.713118385863563,198
1588.50183105469,1661,17,58,2,18.4216194152832,27,118,34.7630699523445,0.713118385863563,168
1256.80969238281,1502,16,57,3,18.1568641662598,15,110,34.6714032858245,0.708951719203563,116
1375.63427734375,1699,16,61,2,18.5971927642822,10,103,34.8734866188344,0.708951719203563,211
1275.0830078125,1493,11,59,5,17.7126960754395,11,99,34.5193199527346,0.706868385873563,160
1601.40588378906,1670,18,58,1,18.4547290802002,16,115,34.7880699523045,0.706868385873563,215
1469.64721679688,1846,18,60,2,18.6010608673096,10,113,34.9839032853244,0.704785052543563,378
1214.68603515625,1638,15,57,7,18.295316696167,9,99,34.7276532857345,0.702701719213564,141
1557.17700195312,1655,17,58,3,18.4221572875977,30,113,34.7734866189945,0.702701719213564,196
