"X","Y","k","annual_ppt","bareground","elevation","occ","ph20","slope","temp_annual_range","topo_pst_index","treecover","valley_depth","veg_index","wetness_index"
34.7901532856345,0.602701719373564,142,1462.84326171875,1,1555,18,57,8,18.3017959594727,73,14,1279,1559,92
34.4297366195447,0.600618386043564,149,1296.634765625,1,1288,9,57,3,17.3285388946533,-29,10,2321,1850,112
34.5693199526546,0.600618386043564,125,1403.55944824219,0,1425,19,57,1,17.6489238739014,-87,39,1424,1812,105
34.7630699523445,0.600618386043564,136,1293.81164550781,1,1502,14,59,1,18.2101783752441,-33,19,1674,2027,103
34.8339032855645,0.596451719383564,156,1141.06262207031,1,1569,14,58,3,18.3722820281982,81,18,1634,1835,101
34.7005699524445,0.592285052723564,113,1233.79235839844,1,1468,14,57,2,18.0407943725586,55,13,1417,1629,114
34.3755699529647,0.590201719393564,204,1391.97778320312,0,1275,13,55,1,17.1120567321777,75,28,2259,1948,116
34.4797366194646,0.590201719393564,150,1218.46740722656,1,1320,13,57,3,17.4513339996338,-47,17,1986,1704,107
34.7401532857145,0.590201719393564,152,1375.78942871094,0,1494,15,57,1,18.1352481842041,-51,24,1546,1665,113
34.7609866190145,0.590201719393564,148,1420.33068847656,1,1503,14,57,4,18.1759452819824,29,18,1531,3079,108
34.6339032858846,0.586035052733564,112,1636.88391113281,1,1492,19,58,3,17.826868057251,70,16,88,2126,109
34.6651532858345,0.583951719403564,141,1476.10864257812,1,1455,17,56,3,17.9295024871826,-3,20,844,1622,112
34.4734866194746,0.579785052743564,189,1176.84313964844,0,1308,13,56,3,17.4153804779053,17,18,1980,2197,110
34.5734866193146,0.575618386083564,127,1353.2333984375,1,1418,18,56,4,17.6332588195801,-101,20,918,1133,108
34.4964032861046,0.571451719423564,161,1121.78405761719,1,1313,16,56,2,17.4670333862305,-66,13,1836,1698,105
34.5193199527346,0.569368386093564,122,1166.94299316406,1,1347,13,56,3,17.5012683868408,-73,11,1588,1743,101
34.6464032858646,0.567285052763564,114,1519.19201660156,0,1482,15,57,3,17.8434677124023,54,22,575,2678,108
34.7859866189745,0.567285052763564,117,1092.44396972656,2,1461,16,58,2,18.2286128997803,3,15,2479,1357,105
34.5797366193046,0.563118386103564,134,1330.38671875,2,1429,19,55,2,17.6426658630371,24,17,679,1904,111
34.8047366189445,0.563118386103564,118,1098.2431640625,1,1499,15,59,2,18.2730884552002,65,29,2247,1456,110
34.3755699529647,0.561035052773564,167,1359.85766601562,2,1250,11,57,1,17.050142288208,-50,14,2139,2258,116
34.3755699529647,0.558951719443564,150,1334.07727050781,3,1246,13,56,2,17.0279579162598,-51,14,2080,1807,116
34.6672366191645,0.558951719443564,172,1617.72644042969,0,1475,16,56,3,17.8794136047363,63,26,939,1500,111
34.7922366189645,0.558951719443564,120,1122.01843261719,1,1465,16,57,4,18.2347602844238,-47,19,2400,1656,105
34.4734866194746,0.556868386113564,169,1190.87231445312,3,1298,14,57,2,17.3515243530273,-59,12,1649,2395,108
34.6672366191645,0.556868386113564,159,1617.72644042969,0,1475,16,56,3,17.8794136047363,63,26,939,1500,111
34.7089032857645,0.556868386113564,157,1389.6591796875,0,1480,15,57,3,18.0080261230469,45,17,1685,2752,111
34.7859866189745,0.554785052783564,99,1120.673828125,3,1448,15,57,1,18.2172908782959,-79,14,2548,1612,106
34.7047366191045,0.552701719453564,209,1389.6591796875,0,1480,15,57,3,18.0080261230469,45,17,1685,2752,111
34.7401532857145,0.550618386123564,117,1374.39965820312,0,1489,17,57,3,18.0901317596436,120,16,1954,1874,111
34.7359866190545,0.546451719463564,109,1383.3154296875,1,1478,14,57,2,18.0677433013916,49,22,2022,1892,110
34.5005699527646,0.544368386133564,116,1270.82849121094,0,1339,16,55,4,17.3921985626221,-61,19,1272,2196,104
34.4693199528146,0.542285052803564,172,1276.85437011719,0,1321,16,55,4,17.274471282959,-51,20,1079,1394,107
34.5130699527446,0.542285052803564,128,1312.20166015625,1,1366,16,55,2,17.4171257019043,-44,12,852,2505,104
34.5818199526346,0.542285052803564,122,1325.43896484375,1,1401,18,55,4,17.6006145477295,-93,21,850,1867,105
34.5401532860346,0.540201719473564,153,1550.41967773438,2,1440,19,53,4,17.4578266143799,104,12,388,1385,99
34.6464032858646,0.540201719473564,112,1626.67517089844,2,1489,16,56,1,17.7943248748779,78,16,785,1677,117
34.5276532860546,0.536035052813564,116,1334.8212890625,1,1380,15,55,3,17.4331760406494,-54,13,789,1895,101
34.5609866193346,0.536035052813564,128,1590.12268066406,7,1430,17,55,6,17.5093231201172,109,5,355,1626,96
34.4484866195147,0.531868386153564,173,1316.9736328125,0,1320,15,55,3,17.1936283111572,61,16,944,1531,108
34.5234866193946,0.531868386153564,111,1346.89013671875,3,1395,17,56,5,17.4168319702148,36,10,571,2105,100
34.8047366189445,0.529785052823564,133,1172.26794433594,1,1503,16,57,1,18.2300186157227,51,15,2496,2122,113
34.4151532862347,0.527701719493564,212,1263.54943847656,1,1271,12,56,3,17.0985145568848,-11,11,1142,1793,113
34.4401532861947,0.525618386163564,166,1324.30444335938,0,1317,13,54,4,17.1485996246338,56,14,303,1412,110
34.6734866191545,0.523535052833564,112,1447.74926757812,2,1439,14,56,2,17.867639541626,21,14,1765,1883,110
34.6047366192646,0.521451719503564,145,1554.04467773438,1,1486,17,52,5,17.6376399993896,250,27,0,1250,103
