"X","Y","mg","annual_precip","clay","h20_cap","land_elevation","occ","ph20","sand","silt","temp_annual_range","terrain_slope","topo_pst_index","valley_depth","wet_index"
35.0839032851643,0.74436838581357,299,1100.61315917969,47,28,1772,22,59,33,20,18.7025585174561,5,-197,2179,107
35.1005699518043,0.74436838581357,356,1128.544921875,45,27,1838,17,61,34,20,18.6596984863281,5,-97,1648,101
35.1047366184643,0.74436838581357,377,1171.99890136719,46,27,1892,16,59,34,20,18.6296501159668,5,44,1455,104
35.1089032851243,0.74436838581357,352,1171.99890136719,46,27,1892,16,59,34,20,18.6296501159668,5,44,1455,104
34.9568199520344,0.74228505248357,306,1205.59399414062,46,27,1692,22,60,35,19,18.6973171234131,7,29,1707,97
35.1026532851343,0.74228505248357,384,1170.13952636719,46,27,1905,16,59,34,20,18.6278648376465,2,126,1342,108
34.9672366186844,0.74020171915357,314,1277.04821777344,46,27,1687,22,60,35,19,18.7030334472656,7,-77,1625,96
34.9859866186544,0.74020171915357,276,1282.93395996094,46,27,1689,22,60,34,20,18.7231311798096,4,-50,1307,94
35.0151532852744,0.74020171915357,325,1055.54638671875,46,28,1704,16,59,35,19,18.7476119995117,5,34,1653,103
35.0297366185844,0.74020171915357,332,1055.75476074219,45,28,1690,18,57,34,20,18.751880645752,7,-161,2195,96
34.9609866186944,0.73811838582357,294,1277.04821777344,46,27,1687,22,60,35,19,18.7030334472656,7,-77,1625,96
35.0464032852244,0.73811838582357,284,1133.66748046875,45,27,1768,22,58,35,20,18.7067089080811,11,-85,1779,93
35.1464032850643,0.73811838582357,391,1173.78051757812,47,29,1906,23,60,33,20,18.612190246582,1,-68,1903,115
34.9380699520644,0.73603505249357,306,1095.87573242188,46,27,1632,24,62,35,19,18.6823692321777,3,-120,2168,103
34.9484866187144,0.73603505249357,295,1131.25891113281,46,27,1663,20,60,35,19,18.6916427612305,4,-59,1878,99
35.0005699519644,0.73603505249357,313,1159.18859863281,46,27,1673,23,60,35,20,18.7351531982422,5,-85,1508,98
35.0380699519044,0.73603505249357,300,1079.00268554688,45,27,1734,18,56,35,20,18.7401790618896,4,-92,1861,94
35.0464032852244,0.73603505249357,290,1133.66748046875,45,27,1768,22,58,35,20,18.7067089080811,11,-85,1779,93
34.9318199520744,0.73395171916357,311,1106.03930664062,45,27,1640,21,61,35,19,18.6687126159668,4,-82,2190,106
34.9734866186744,0.73395171916357,316,1475.10205078125,47,28,1784,28,59,34,19,18.6493816375732,10,89,914,93
