"X","Y","k","annual_precip","clay","h20_cap","land_elevation","occ","ph20","sand","silt","temp_annual_range","terrain_slope","topo_pst_index","valley_depth","wet_index"
35.0630699518644,0.75270171913357,333,1105.6376953125,47,27,1759,20,59,33,21,18.7242107391357,8,-36,2104,104
35.0109866186144,0.75061838580357,273,1037.8662109375,45,27,1680,18,59,35,20,18.7496185302734,4,-88,1850,101
35.0464032852244,0.75061838580357,335,1112.0859375,46,28,1754,18,57,33,21,18.728214263916,6,-51,1842,97
35.0839032851643,0.75061838580357,415,1100.61315917969,47,28,1772,22,59,33,20,18.7025585174561,5,-197,2179,107
35.1339032850843,0.75061838580357,524,1240.27160644531,46,27,1925,20,59,35,20,18.6022853851318,3,47,1427,115
35.1380699517443,0.75061838580357,473,1215.15942382812,47,28,1923,18,58,33,20,18.60178565979,3,85,1450,119
35.0484866185544,0.74853505247357,306,1112.0859375,46,28,1754,18,57,33,21,18.728214263916,6,-51,1842,97
35.0922366184843,0.74853505247357,370,1101.73229980469,46,28,1806,22,60,34,20,18.6848602294922,4,-92,1944,103
34.9526532853744,0.74645171914357,221,1117.12353515625,46,28,1638,24,61,35,19,18.7039394378662,6,-93,2136,101
34.9797366186644,0.74645171914357,239,1171.90087890625,46,27,1664,24,60,34,20,18.7263336181641,5,-76,1683,97
35.0505699518844,0.74645171914357,316,1112.0859375,46,28,1754,18,57,33,21,18.728214263916,6,-51,1842,97
35.1255699517643,0.74645171914357,472,1236.26281738281,47,28,1912,22,60,34,20,18.60964012146,2,9,1291,115
35.0359866185744,0.74436838581357,270,1065.25073242188,46,27,1712,18,59,33,21,18.7543163299561,6,-188,1813,99
35.0526532852144,0.74436838581357,318,1146.22448730469,48,28,1795,19,59,32,21,18.6989860534668,4,134,1478,100
35.0609866185344,0.74436838581357,345,1147.0810546875,47,28,1781,22,61,32,21,18.7011184692383,4,-55,1764,102
35.0755699518444,0.74436838581357,360,1122.24243164062,47,28,1790,22,61,32,21,18.7000865936279,5,33,1653,104
35.0984866184743,0.74436838581357,425,1128.544921875,45,27,1838,17,61,34,20,18.6596984863281,5,-97,1648,101
35.1172366184443,0.74436838581357,454,1210.95666503906,47,28,1909,17,58,34,19,18.615421295166,3,78,1178,116
34.9464032853844,0.74228505248357,232,1131.25891113281,46,27,1663,20,60,35,19,18.6916427612305,4,-59,1878,99
34.9630699520244,0.74228505248357,206,1277.04821777344,46,27,1687,22,60,35,19,18.7030334472656,7,-77,1625,96
34.9839032853244,0.74228505248357,294,1351.73413085938,46,27,1712,22,60,35,19,18.710786819458,6,-2,1334,93
35.0109866186144,0.74228505248357,302,1055.54638671875,46,28,1704,16,59,35,19,18.7476119995117,5,34,1653,103
35.1068199517943,0.74228505248357,441,1170.13952636719,46,27,1905,16,59,34,20,18.6278648376465,2,126,1342,108
34.9609866186944,0.74020171915357,228,1277.04821777344,46,27,1687,22,60,35,19,18.7030334472656,7,-77,1625,96
34.9755699520044,0.74020171915357,248,1334.12341308594,46,27,1705,22,61,35,19,18.706880569458,4,-60,1368,94
35.0609866185344,0.74020171915357,334,1212.82238769531,48,28,1794,24,60,32,20,18.6724681854248,4,-118,1674,99
35.1484866183943,0.74020171915357,440,1173.78051757812,47,29,1906,23,60,33,20,18.612190246582,1,-68,1903,115
35.0047366186244,0.73811838582357,363,1073.08068847656,46,28,1670,20,61,34,19,18.7418975830078,3,-107,1739,101
35.0422366185644,0.73811838582357,240,1079.00268554688,45,27,1734,18,56,35,20,18.7401790618896,4,-92,1861,94
35.0984866184743,0.73811838582357,428,1140.98522949219,45,27,1866,18,58,34,20,18.6450595855713,6,27,1595,104
35.1005699518043,0.73811838582357,439,1140.98522949219,45,27,1866,18,58,34,20,18.6450595855713,6,27,1595,104
35.1401532850743,0.73811838582357,426,1187.54699707031,47,28,1917,18,60,33,20,18.6146259307861,5,11,1664,111
34.9401532853944,0.73603505249357,220,1095.87573242188,46,27,1632,24,62,35,19,18.6823692321777,3,-120,2168,103
35.0109866186144,0.73603505249357,342,1055.54638671875,46,28,1704,16,59,35,19,18.7476119995117,5,34,1653,103
35.0318199519144,0.73603505249357,282,1055.75476074219,45,28,1690,18,57,34,20,18.751880645752,7,-161,2195,96
35.0672366185244,0.73603505249357,372,1212.82238769531,48,28,1794,24,60,32,20,18.6724681854248,4,-118,1674,99
35.1089032851243,0.73603505249357,424,1170.13952636719,46,27,1905,16,59,34,20,18.6278648376465,2,126,1342,108
